hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr
HGNC:31630	MIR31	microRNA 31	non-coding RNA	"RNA, micro"	Approved	9p21.3	09p21.3	hsa-mir-31		MIRN31				2004/4/23	2008/12/18		2019/1/30	407035	ENSG00000199177		uc011lnj.2		NR_029505				MGI:3619330	RGD:2325391			612155	MI0000089																			HGNC:31630
HGNC:31631	MIR32	microRNA 32	non-coding RNA	"RNA, micro"	Approved	9q31.3	09q31.3	hsa-mir-32		MIRN32				2004/4/23	2008/12/18		2019/1/30	407036	ENSG00000207698		uc004bdu.1		NR_029506				MGI:3619331	RGD:2325586			609355	MI0000090																			HGNC:31631
HGNC:31634	MIR33A	microRNA 33a	non-coding RNA	"RNA, micro"	Approved	22q13.2	22q13.2	hsa-mir-33a		MIRN33|MIRN33A	microRNA 33			2004/4/23	2008/12/18	2007/10/23	2019/1/24	407039	ENSG00000207932		uc011api.1		NR_029507				MGI:3619343	RGD:2325408			612156	MI0000091																			HGNC:31634
HGNC:32791	MIR33B	microRNA 33b	non-coding RNA	"RNA, micro"	Approved	17p11.2	17p11.2	hsa-mir-33b		MIRN33B				2006/5/16	2008/12/18		2014/11/19	693120	ENSG00000207839		uc021trh.1		NR_030361								613486	MI0003646																			HGNC:32791
HGNC:31635	MIR34A	microRNA 34a	non-coding RNA	"RNA, micro"	Approved	1p36.22	01p36.22	hsa-mir-34a		MIRN34A				2004/4/23	2008/12/18		2019/1/24	407040	ENSG00000284357		uc021ofw.1		NR_029610				MGI:3619363	RGD:2325584			611172	MI0000268																			HGNC:31635
HGNC:31636	MIR34B	microRNA 34b	non-coding RNA	"RNA, micro"	Approved	11q23.1	11q23.1	hsa-mir-34b		MIRN34B				2004/4/23	2008/12/18		2019/1/24	407041	ENSG00000207811		uc001plm.3		NR_029839				MGI:3619364	RGD:2325432			611374	MI0000742																			HGNC:31636
HGNC:31637	MIR34C	microRNA 34c	non-coding RNA	"RNA, micro"	Approved	11q23.1	11q23.1	hsa-mir-34c		MIRN34C				2004/4/23	2008/12/18		2019/1/24	407042	ENSG00000207562		uc021qqj.2		NR_029840				MGI:3619365	RGD:2325585			611375	MI0000743																			HGNC:31637
HGNC:31643	MIR92A1	microRNA 92a-1	non-coding RNA	"RNA, micro"	Approved	13q31.3	13q31.3	hsa-mir-92a-1		MIRN92-1|MIRN92A1	microRNA 92-1			2004/4/23	2008/12/18	2007/10/23	2019/1/24	407048	ENSG00000283705		uc058xsy.1		NR_029508				MGI:3629918	RGD:2325390			609422	MI0000093																			HGNC:31643
HGNC:31644	MIR92A2	microRNA 92a-2	non-coding RNA	"RNA, micro"	Approved	Xq26.2	Xq26.2	hsa-mir-92a-2		MIRN92-2|MIRN92A2	microRNA 92-2			2004/4/23	2008/12/18	2007/10/23	2019/1/24	407049	ENSG00000284538		uc004exf.3		NR_029509				MGI:3619438	RGD:2325583				MI0000094																			HGNC:31644
HGNC:32920	MIR92B	microRNA 92b	non-coding RNA	"RNA, micro"	Approved	1q22	01q22	hsa-mir-92b		MIRN92B				2006/5/16	2008/12/18		2019/1/24	693235	ENSG00000284586		uc021pas.2		NR_030281				MGI:3718577	RGD:2325488				MI0003560																			HGNC:32920
HGNC:31645	MIR93	microRNA 93	non-coding RNA	"RNA, micro"	Approved	7q22.1	07q22.1	hsa-mir-93		MIRN93				2004/4/23	2008/12/18		2019/1/24	407050	ENSG00000207757		uc003usz.1		NR_029510				MGI:3619439	RGD:2325459			612984	MI0000095																			HGNC:31645
HGNC:31647	MIR95	microRNA 95	non-coding RNA	"RNA, micro"	Approved	4p16.1	04p16.1	hsa-mir-95		MIRN95				2004/4/23	2008/12/18		2019/1/31	407052	ENSG00000207807		uc032tbq.1		NR_029511			24145350					613185	MI0000097																			HGNC:31647
HGNC:31648	MIR96	microRNA 96	non-coding RNA	"RNA, micro"	Approved	7q32.2	07q32.2	hsa-mir-96		MIRN96|DFNA50	"deafness, autosomal dominant 50"			2004/4/23	2008/12/18		2014/11/19	407053	ENSG00000199158		uc003vpc.4		NR_029512			14757864|19363479	MGI:3619440	RGD:2325582			611606	MI0000098				189333															HGNC:31648
HGNC:31649	MIR98	microRNA 98	non-coding RNA	"RNA, micro"	Approved	Xp11.22	Xp11.22	hsa-mir-98	microRNA let-7l	MIRN98				2004/4/23	2008/12/18		2019/1/18	407054	ENSG00000271886		uc004dsr.2		NR_029513				MGI:3619441	RGD:2325581			300810	MI0000100																			HGNC:31649
HGNC:31650	MIR99A	microRNA 99a	non-coding RNA	"RNA, micro"	Approved	21q21.1	21q21.1	hsa-mir-99a		MIRN99A				2004/4/23	2008/12/18		2019/1/24	407055	ENSG00000207638		uc002ykd.1		NR_029514				MGI:2676912	RGD:2325580			614509	MI0000101																			HGNC:31650
HGNC:31651	MIR99B	microRNA 99b	non-coding RNA	"RNA, micro"	Approved	19q13.41	19q13.41	hsa-mir-99b		MIRN99B				2004/4/23	2008/12/18		2019/1/24	407056	ENSG00000207550		uc002pxh.1		NR_029843				MGI:2676913	RGD:2325431			614510	MI0000746																			HGNC:31651
HGNC:31487	MIR100	microRNA 100	non-coding RNA	"RNA, micro"	Approved	11q24.1	11q24.1	hsa-mir-100		MIRN100				2004/4/23	2008/12/18		2019/1/24	406892	ENSG00000207994		uc001pyh.1		NR_029515				MGI:3619057	RGD:2325389			613186	MI0000102																			HGNC:31487
HGNC:31488	MIR101-1	microRNA 101-1	non-coding RNA	"RNA, micro"	Approved	1p31.3	01p31.3	hsa-mir-101-1		MIRN101-1				2004/4/23	2008/12/18		2019/1/30	406893	ENSG00000199135		uc001dbx.3		NR_029516				MGI:2676803	RGD:2325348			612511	MI0000103																			HGNC:31488
HGNC:31489	MIR101-2	microRNA 101-2	non-coding RNA	"RNA, micro"	Approved	9p24.1	09p24.1	hsa-mir-101-2		MIRN101-2				2004/4/23	2008/12/18		2019/1/30	406894	ENSG00000199065		uc003ziu.2		NR_029836				MGI:3618696	RGD:2325609			612512	MI0000739																			HGNC:31489
HGNC:31490	MIR103A1	microRNA 103a-1	non-coding RNA	"RNA, micro"	Approved	5q34	05q34	hsa-mir-103a-1		MIRN103-1|MIR103-1	microRNA 103-1			2004/4/23	2011/5/6	2011/5/6	2019/1/30	406895	ENSG00000199035		uc003maa.3		NR_029520				MGI:3619058	RGD:2325579			613187	MI0000109																			HGNC:31490
HGNC:31491	MIR103A2	microRNA 103a-2	non-coding RNA	"RNA, micro"	Approved	20p13	20p13	hsa-mir-103a-2		MIRN103-2|MIR103-2	microRNA 103-2			2004/4/23	2011/5/6	2011/5/6	2019/1/30	406896	ENSG00000199024		uc002wkg.3		NR_029519				MGI:3619059	RGD:7489028			613188	MI0000108																			HGNC:31491
HGNC:35384	MIR103B1	microRNA 103b-1	non-coding RNA	"RNA, micro"	Approved	5q34	05q34	hsa-mir-103b-1		MIRN103-1AS|MIR103-1AS	microRNA 103-1-as			2008/11/3	2011/5/6	2011/5/6	2019/1/30	100302238	ENSG00000283612				NR_031721			18524951						MI0007261																			HGNC:35384
HGNC:35385	MIR103B2	microRNA 103b-2	non-coding RNA	"RNA, micro"	Approved	20p13	20p13	hsa-mir-103b-2		MIRN103-2AS|MIR103-2AS	microRNA 103-2-as			2008/11/3	2011/5/6	2011/5/6	2019/1/30	100302282	ENSG00000283320				NR_031722									MI0007262																			HGNC:35385
HGNC:31492	MIR105-1	microRNA 105-1	non-coding RNA	"RNA, micro"	Approved	Xq28	Xq28	hsa-mir-105-1		MIRN105-1				2004/4/23	2008/12/18		2019/1/30	406897	ENSG00000207957		uc004ffo.3		NR_029521				MGI:3718453				300811	MI0000111																			HGNC:31492
HGNC:31493	MIR105-2	microRNA 105-2	non-coding RNA	"RNA, micro"	Approved	Xq28	Xq28	hsa-mir-105-2		MIRN105-2				2004/4/23	2008/12/18		2019/1/30	406898	ENSG00000207818		uc011myf.2		NR_029522				MGI:3718453	RGD:2325340			300812	MI0000112																			HGNC:31493
HGNC:31494	MIR106A	microRNA 106a	non-coding RNA	"RNA, micro"	Approved	Xq26.2	Xq26.2	hsa-mir-106a		MIRN106A				2004/4/23	2008/12/18		2019/1/24	406899	ENSG00000284157		uc004exg.1		NR_029523				MGI:3619120	RGD:2325506			300792	MI0000113																			HGNC:31494
HGNC:31495	MIR106B	microRNA 106b	non-coding RNA	"RNA, micro"	Approved	7q22.1	07q22.1	hsa-mir-106b		MIRN106B				2004/4/23	2008/12/18		2019/1/24	406900	ENSG00000208036		uc003uta.1		NR_029831				MGI:3619060	RGD:2325388			612983	MI0000734																			HGNC:31495
HGNC:31496	MIR107	microRNA 107	non-coding RNA	"RNA, micro"	Approved	10q23.31	10q23.31	hsa-mir-107		MIRN107				2004/4/23	2008/12/18		2019/1/30	406901	ENSG00000198997		uc001kgq.3		NR_029524				MGI:3619063	RGD:2325578			613189	MI0000114																			HGNC:31496
HGNC:31501	MIR122	microRNA 122	non-coding RNA	"RNA, micro"	Approved	18q21.31	18q21.31	hsa-mir-122		MIRN122A|MIRN122	microRNA 122a			2004/4/23	2008/12/18	2007/10/23	2019/1/31	406906	ENSG00000284440		uc060poy.1		NR_029667			17179747	MGI:2676805	RGD:2325577			609582	MI0000442																			HGNC:31501
HGNC:31502	MIR124-1	microRNA 124-1	non-coding RNA	"RNA, micro"	Approved	8p23.1	08p23.1	hsa-mir-124-1		MIRN124A1|MIRN124-1	microRNA 124a-1			2004/4/23	2008/12/18	2007/10/23	2019/1/30	406907	ENSG00000284321		uc003wsw.1		NR_029668				MGI:2676807	RGD:2325336			609327	MI0000443																			HGNC:31502
HGNC:31503	MIR124-2	microRNA 124-2	non-coding RNA	"RNA, micro"	Approved	8q12.3	08q12.3	hsa-mir-124-2		MIRN124A2|MIRN124-2	microRNA 124a-2			2004/4/23	2008/12/18	2007/10/23	2019/1/30	406908	ENSG00000207816		uc003xvf.3		NR_029669				MGI:3618700	RGD:2325576				MI0000444																			HGNC:31503
HGNC:31504	MIR124-3	microRNA 124-3	non-coding RNA	"RNA, micro"	Approved	20q13.33	20q13.33	hsa-mir-124-3		MIRN124A3|MIRN124-3	microRNA 124a-3			2004/4/23	2008/12/18	2007/10/23	2019/1/30	406909	ENSG00000207598		uc002yeg.1		NR_029670				MGI:3618704	RGD:2325458				MI0000445																			HGNC:31504
HGNC:31505	MIR125A	microRNA 125a	non-coding RNA	"RNA, micro"	Approved	19q13.41	19q13.41	hsa-mir-125a		MIRN125A				2004/4/23	2008/12/18		2019/1/24	406910	ENSG00000208008		uc002pxj.1		NR_029693				MGI:2676809	RGD:2325387			611191	MI0000469																			HGNC:31505
HGNC:31506	MIR125B1	microRNA 125b-1	non-coding RNA	"RNA, micro"	Approved	11q24.1	11q24.1	hsa-mir-125b-1		MIRN125B1				2004/4/23	2008/12/18		2019/1/24	406911	ENSG00000207971		uc010rzr.1		NR_029671				MGI:2676810	RGD:2325457			610104	MI0000446																			HGNC:31506
HGNC:31507	MIR125B2	microRNA 125b-2	non-coding RNA	"RNA, micro"	Approved	21q21.1	21q21.1	hsa-mir-125b-2		MIRN125B2				2004/4/23	2008/12/18		2019/1/24	406912	ENSG00000207863		uc002ykf.3		NR_029694				MGI:3618706	RGD:2325575			610105	MI0000470																			HGNC:31507
HGNC:31508	MIR126	microRNA 126	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-126		MIRN126				2004/4/23	2008/12/18		2019/1/31	406913	ENSG00000199161		uc022bps.1		NR_029695			18694565	MGI:2676811	RGD:2325386			611767	MI0000471																			HGNC:31508
HGNC:31509	MIR127	microRNA 127	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-127		MIRN127				2004/4/23	2008/12/18		2019/1/31	406914	ENSG00000207608		uc001yig.4		NR_029696			16766263	MGI:2676812	RGD:2325430			611709	MI0000472																			HGNC:31509
HGNC:31510	MIR128-1	microRNA 128-1	non-coding RNA	"RNA, micro"	Approved	2q21.3	02q21.3	hsa-mir-128-1		MIRN128A|MIRN128-1	microRNA 128a			2004/4/23	2008/12/18	2008/1/7	2019/1/30	406915	ENSG00000207654		uc010zbi.2		NR_029672				MGI:2676813	RGD:2325574			611774	MI0000447																			HGNC:31510
HGNC:31511	MIR128-2	microRNA 128-2	non-coding RNA	"RNA, micro"	Approved	3p22.3	03p22.3	hsa-mir-128-2		MIRN128B|MIRN128-2	microRNA 128b			2004/4/23	2008/12/18	2008/1/7	2019/1/30	406916	ENSG00000207625		uc011axz.1		NR_029824			23019226	MGI:3618709	RGD:7489034			611769	MI0000727																			HGNC:31511
