"source_genesymbol","target_genesymbol","interact","weight"
"TSHZ3","APBB1",0,0.84993
"UHRF1","EZH2",0,0.68907
"UHRF1","HIST2H3A",0,0.09906
"UHRF1","EME1",0,0.54553
"TRIM63","KCNMB1",0,0.43563
"TRIM63","TNNC1",0,-0.08192
"SFN","ANPEP",0,0.09219
"TBX2","SOX2",0,-0.04954
"RAD51","POLQ",0,0.53766
"KIF23","ACTA1",0,-0.19953
"MICAL3","KIF23",0,-0.42514
"CENPE","FANCA",0,0.56753
"RUNX1T1","BCL6",0,0.49303
"ACTN2","KCNA5",0,0.22099
"PALLD","ACTN2",0,0.25375
"EZH2","VAV1",0,0.21503
"KDR","PDGFRB",0,0.68139
"TAL1","MYB",0,-0.40438
"ECT2","PLK4",0,0.62181
"MAD2L1","UBD",0,0.18295
"CENPH","KIF2C",0,0.74495
"SOX9","MAF",0,-0.44271
"MAFA","MAF",0,-0.166
"CHST9","LHCGR",0,-0.08087
"BDNF","NCAM1",0,-0.15205
"FLI1","GATA1",0,0.48886
"CDC6","KPNA2",0,0.69568
"FERMT2","KPNA2",0,-0.55162
"HIST2H3A","SNCA",0,-0.11386
"EBF1","PAX5",0,-0.10806
"EPAS1","F12",0,-0.25959
"NEDD4","ISG15",0,-0.36559
"CAMP","LBP",0,0.13022
"ACTA1","VAV1",0,-0.12314
"ACTA1","VIL1",0,-0.09864
"NEXN","ACTA1",0,0.15115
"EPS8","ACTA1",0,0.25629
"MYO10","ACTA1",0,-0.23286
"ACTA1","SPTA1",0,0.20303
"ACTA1","CNN1",0,0.11303
"ACTA1","S100A1",0,-0.08746
"ACTA1","SPRR1A",0,-0.027
"ACTA1","SMTN",0,0.21665
"CCIN","ACTA1",0,0.05243
"EGLN3","ADRB2",0,-0.16081
"NEDD4","SCNN1A",0,-0.57847
"PAX8","NKX2-1",0,0.14013
"FOXP3","RORA",0,-0.46421
"NEDD4","CFTR",0,-0.15088
"TTYH2","NEDD4",0,0.67808
"AMPH","NEDD4",0,0.66742
"KCNJ16","NEDD4",0,-0.04282
"NEDD4","SFTPC",0,0.1609
"CAMP","PGC",0,-0.08088
"PBX1","MEIS2",0,0.83153
"CMA1","EDN2",0,-0.10623
"MMP15","PROC",0,0.23397
"NR5A1","SOX9",0,-0.00895
"GJB2","GJB3",0,0.22232
"LCN2","HGF",0,-0.09869
"RAD51","BLM",0,0.74054
"RAD51AP1","RAD51",0,0.53142
"RAD54B","RAD51",0,0.34429
"BCL2L14","MELK",0,0.30711
"CDKN3","CDC25A",0,0.68742
"GRIA3","GZMB",0,-0.06563
"SORBS1","INSM1",0,-0.04422
"FGF2","DCN",0,0.77365
"FGFBP1","FGF2",0,-0.19196
"CD79A","PIGR",0,0.01187
"CD79A","IGHM",0,0.7365
"CD79A","AMBP",0,0.04424
"CD79A","JCHAIN",0,0.78134
"SERPINB4","CTSS",0,0.12021
"CTSS","KNG1",0,0.04263
"SSTR3","MPDZ",0,0.53085
"PTPN3","VDR",0,0.56741
"SYTL4","INS",0,0.32825
"CTSE","INS",0,-0.03638
"THBS1","DCN",0,0.47115
"THBS1","KNG1",0,-0.02878
"COL5A1","THBS1",0,0.26601
"FOXP3","RUNX1",0,0.30822
"GATA6","NKX2-1",0,-0.11969
"S100A1","DES",0,-0.14354
"SYNC","DES",0,0.8099
"CFTR","KRT8",0,-0.00548
"HNF4A","HNF1A",0,0.45239
"CDX2","HNF1A",0,0.18966
"BCL11A","BCL6",0,-0.31062
"TBX2","NKX2-5",0,-0.08491
"PTK6","ERBB2",0,0.03284
"ERBB2","RECK",0,-0.1483
"SIX1","EYA2",0,0.15298
"NR5A1","PITX1",0,-0.03576
"ITGA7","CHRNA1",0,-0.16989
"CHRND","CHRNA1",0,0.22915
"PLEKHB1","GNGT1",0,0.27443
"LMCD1","GATA6",0,0.54043
"SFTPD","DCN",0,-0.15025
"COL5A1","DCN",0,0.40576
"FBN1","DCN",0,0.71195
"PLA2G2A","DCN",0,0.15075
"COL14A1","DCN",0,0.69381
"DCN","C1QA",0,-0.15194
"CFTR","ADRB2",0,-0.14946
"OPRD1","ADRB2",0,-0.16736
"HTR4","ADRB2",0,0.35366
"GNA15","ADRB2",0,-0.16905
"ADRB3","ADRB2",0,0.23644
"S100A9","S100A8",0,0.82349
"PDZK1","CFTR",0,0.25876
"SLC26A9","CFTR",0,0.21505
"FHL1","KCNA5",0,0.54415
"AOC3","VAV1",0,-0.23315
"IL16","FCGR1A",0,0.02142
"GRIN2A","ACTN1",0,0.24966
"MYOT","ACTN1",0,0.38223
"F5","CTSG",0,-0.03559
"RAB3B","PIGR",0,0.17489
"GCM1","DLX3",0,-0.0109
"IKZF3","FOXP3",0,0.39445
"NDN","NGFR",0,0.51451
"BOC","CDON",0,0.75167
"P2RX7","CAMP",0,-0.16013
"TRAIP","SYK",0,0.40668
"FCGR1A","FCGR3A",0,0.90941
"CD38","FCGR3A",0,0.5172
"FCGR3A","IGHG1",0,0.68346
"PAX9","MSX1",0,0.03143
"LHX2","MSX1",0,-0.02447
"ONECUT1","NR0B2",0,0.00543
"MFAP4","SFTPD",0,-0.15522
"SFTPD","UPK1A",0,0.03662
"WWC1","DDN",0,0.05256
"CITED2","HNF4A",0,-0.10626
"NR0B1","HNF4A",0,0.24095
"ST14","F2RL1",0,0.41766
"EDAR","EDARADD",0,-0.01899
"PHLDB2","FLNC",0,0.63896
"KY","FLNC",0,0.67609
"LRRK2","EEF1A2",0,-0.08622
"WT1","AREG",0,-0.18427
"PLEKHH2","TGFB1I1",0,0.67355
"OPRD1","GNA15",0,0.00897
"CALCA","CALCA",0,1
"GDF7","BMP7",0,-0.15746
"ATRNL1","MC4R",0,-0.10753
"NPY1R","GALR2",0,-0.07574
"EDN3","CTSE",0,-0.01805
"VTN","KNG1",0,-0.00361
"HABP2","KNG1",0,-0.00238
"RHAG","ANK1",0,-0.08464
"ANK1","SPTA1",0,-0.08537
"GABBR1","JAKMIP1",0,-0.23058
"P2RY1","ADORA1",0,-0.21425
"NCAPH","CAPG",0,0.29821
"SPTA1","SPTBN2",0,-0.21585
"NFASC","DCX",0,0.06626
"NEFH","NEFM",0,-0.07716
"AMPH","VTN",0,0.38852
"IGFBP5","VTN",0,0.43846
"PBX1","HOXB1",0,-0.13673
"PDZK1","PDZK1IP1",0,0.11227
"HAND2","PHOX2A",0,-0.07297
"FBXO32","MYOCD",0,0.64951
"HECW1","RNF43",0,0.13837
"TRIP13","ORC1",0,0.70345
"IGKV3-20","F8",0,-0.13233
"MEF2C","SOX18",0,0.61388
"TWIST2","MEF2C",0,0.37267
"ST14","CDCP1",0,0.58924
"KCNG1","KCNB1",0,0.76145
"KCNG3","KCNB1",0,-0.2279
"PROC","CP",0,0.01577
"MFAP2","FBN1",0,-0.23194
"MYOC","FBN1",0,0.28943
"EBP","FBN1",0,-0.3473
"FBN2","FBN1",0,-0.14487
"MFAP4","FBN1",0,0.6651
"IDH2","IDH1",0,0.3852
"COL6A1","COL2A1",0,-0.09484
"C1QA","COL2A1",0,0.0274
"COMP","COL2A1",0,-0.0097
"HILPDA","FZD10",0,0.10195
"NCAM1","UCHL1",0,-0.18882
"MMP7","SERPINA1",0,0.11356
"KLK5","SERPINA1",0,-0.02976
"CTRB1","SERPINA1",0,-0.07769
"ADIPOQ","C1QA",0,-0.02491
"ADIPOQ","CDH13",0,0.15522
"CITED2","TFAP2A",0,-0.2282
"KCTD1","TFAP2A",0,0.2904
"PTGDR2","PTGDR",0,0.47618
"ST8SIA2","NCAM1",0,-0.18931
"CHST4","CD34",0,-0.22448
"CEACAM6","CEACAM8",0,-0.00438
"COMP","COL9A1",0,0.01229
"SERPINA10","F10",0,0.22016
"COL17A1","LAD1",0,0.30859
"BST2","LILRA4",0,0.18922
"EMID1","COL26A1",0,0.44522
"MFAP2","FBN2",0,0.30834
"MYOC","MYL2",0,0.05443
"PLXDC1","NID1",0,0.48153
"KCNJ16","KCNJ15",0,0.38255
"RPE65","RBP4",0,-0.02917
"KCND3","DPP10",0,-0.2012
"KCND3","KCNIP2",0,0.29433
"TRDN","HRC",0,0.20965
"MMRN1","F5",0,-0.06771
"SKA1","SKA3",0,0.85954
"EPCAM","CLDN7",0,0.6403
"SHCBP1","TRIM71",0,0.11097
"TXNIP","SCEL",0,-0.21163
"BAIAP2L1","EPS8",0,-0.56409
"KIF15","MKI67",0,0.79165
"TRDN","CASQ2",0,0.58488
"PKNOX2","HOXB1",0,-0.04169
"PDLIM7","TPM2",0,0.87565
"TPSAB1","TPSB2",0,0.87915
"LHX9","LDB2",0,-0.07119
"SPINK5","CASP14",0,0.0055
"MUC16","MSLN",0,0.15917
"ROPN1","SPA17",0,0.25746
"LIN28B","TRIM71",0,0.64108
"GABRR2","GABRR1",0,-0.08714
"SPC25","SPC24",0,0.61242
"CIDEC","CIDEA",0,0.12805
"IGHG1","IGKC",0,0.99375
"IGLC1","IGHG1",0,0.98278
"IGHG1","IGLV2-8",0,0.74332
"TRIM36","CENPH",0,0.30212
"SYTL4","RAB27B",0,-0.26368
"KCNMB1","CLCA1",0,0.19467
"IGHM","JCHAIN",0,0.77248
"IGLC1","IGHV3-33",0,0.96215
"IGLC1","IGLV2-8",0,0.73547
"NGB","ATP1B2",0,-0.03977
"KCNJ8","ABCC9",0,0.89949
"ITIH3","SPINT2",0,-0.36408
"UPK3B","UPK1B",0,-0.00103
"PGLYRP3","PGLYRP4",0,0.71957
"ADAMTSL1","MMP10",0,-0.15448
"CALML5","TGM3",0,0.28266
"LIPF","CLPS",0,0.51411
"SCGB2A2","SCGB1D2",0,0.30341
"CTRB1","LYPD3",0,-0.08527
"CDH18","CDH6",0,0.08164
"PNLIP","CLPS",0,0.94424
"CNGB1","ABCA4",0,0.08732
"PNLIPRP2","CLPS",0,0.87997
"PKD2","RYR2",0,0.571
"ITPR1","RYR2",0,0.54419
"RYR2","CACNA1C",0,0.60265
"CAMK2A","RYR2",1,0.46749
"PKD1","PKD2",1,0.72611
"ITGA5","PKD1",0,0.6428
"NTS","PKD1",0,-0.05582
"COL2A1","PKD1",0,-0.08609
"PKD1","REM1",0,0.66129
"NTRK1","CAV1",0,0.51026
"NTRK1","CDK5",0,-0.35448
"NTRK1","PTPN6",0,-0.2406
"PTPN6","NTRK1",0,-0.2406
"NGF","NTRK1",1,0.63186
"NTRK1","NGF",1,0.63186
"HGF","NTRK1",1,0.31634
"FGF2","NTRK1",1,0.5139
"FGF10","NTRK1",1,0.44477
"INS","NTRK1",1,0.19176
"ANGPT1","NTRK1",1,0.39105
"FGF7","NTRK1",1,0.36517
"NTRK1","NGFR",0,0.47937
"FGF16","NTRK1",1,0.05582
"ANGPT4","NTRK1",1,0.59101
"PKD2","TRPC3",1,0.11045
"PKD2","HAVCR1",0,-0.11283
"PKHD1","PKD2",0,-0.0914
"PKD2","ITPR1",0,0.73931
"TPM1","PKD2",0,0.70392
"FLNA","PKD2",0,0.75859
"TRPC1","PKD2",1,0.83004
"PKD2","TRPC1",1,0.83004
"AURKA","PKD2",0,-0.53296
"ACTN2","PKD2",0,0.26586
"CCKBR","PKD2",0,-0.08835
"CACNA1C","CABP1",0,0.66268
"ISG15","MX1",0,0.65341
"MX1","ISG15",0,0.65341
"SLC2A4","TRPC3",0,0.11157
"INS","SLC2A4",1,0.28122
"CAV3","JPH2",0,0.20169
"TRPC3","TRPC4",0,0.09935
"ITPR1","TRPC3",1,0.11241
"SLC8A1","TRPC3",0,0.1251
"TRPC1","TRPC3",1,0.22346
"TRPC3","TRPC1",1,0.22346
"AQP2","TRPC3",0,-0.0297
"TIMD4","HAVCR1",1,0.2615
"CDK5","GRIN2B",0,0.03542
"PRKCG","GRIN2B",0,0.03309
"BDNF","GRIN2B",0,0.04208
"CAMK2A","GRIN2B",0,-0.17677
"EPHB2","GRIN2B",0,0.22824
"CAMK2B","GRIN2B",0,0.22034
"IL1B","GRIN2B",0,0.08214
"GRIN2B","DLG2",0,-0.106
"DRD5","GRIN2B",0,0.23636
"KANK2","GRIN2B",0,-0.19912
"PSD","GRIN2B",0,-0.15332
"AQP5","TRPV4",0,0.37904
"FLNA","CAV1",0,0.8051
"CAV1","TRPC1",1,0.74091
"CAV1","PDGFRB",1,0.70265
"CAV1","GRB7",0,-0.1863
"GRB7","CAV1",0,-0.1863
"HGF","CAV1",0,0.35744
"ABCB1","CAV1",0,0.73539
"INS","CAV1",1,0.34701
"ERBB2","CAV1",0,-0.12857
"KDR","CAV1",0,0.60867
"KCNA5","CAV1",0,0.58467
"GRK5","CAV1",0,0.7316
"TEK","CAV1",0,0.76179
"PDGFRA","CAV1",0,0.5991
"CAV1","PDGFRA",1,0.5991
"CAV2","CAV1",0,0.89838
"KCNH2","CAV1",0,0.59927
"FLT4","CAV1",0,0.66866
"ITGB6","CAV1",0,-0.14815
"EDNRB","CAV1",0,0.77641
"S1PR1","CAV1",0,0.81928
"CAV1","LRP1",0,0.7056
"ITGB7","CAV1",0,-0.34287
"CAV1","PTGIS",0,0.73415
"HTR1B","GNAO1",1,0.35465
"HTR1B","GNA14",1,0.36338
"FLNA","CASR",0,-0.16066
"PRKCG","CASR",0,0.05091
"TRPC1","TRPC4",1,0.71106
"TRPC4","TRPC1",1,0.71106
"MAP7","TRPV4",1,0.27798
"CDH1","TRPV4",0,0.37576
"GRK5","AGTR1",0,0.60963
"AGTR1","GNA14",1,0.16253
"AGTR1","PTGFR",0,0.22617
"PRKG1","ITPR1",0,0.75893
"CDK1","ITPR1",0,-0.52074
"ITPR1","HOMER2",0,-0.3962
"CA8","ITPR1",0,-0.3377
"PRKG1","RGS2",1,0.60967
"PRKG1","RYR1",0,-0.2209
"PRKG1","PPP1R12A",1,0.84113
"PRKG1","PPP1R14A",0,0.63305
"PRKG1","CBS",0,-0.3167
"PRKG1","SPP1",0,-0.23608
"PRKG1","PLN",0,0.91165
"PRKG1","CCDC80",0,0.71792
"PRKG1","MRVI1",1,0.83818
"PRKG1","SEPT3",0,-0.26321
"PRKG1","GABRR1",0,-0.15434
"PRKG1","TNNT1",0,-0.17326
"DMD","TRPC1",0,0.71947
"DMD","ACTC1",0,0.27191
"DMD","ACTA1",0,0.21355
"DMD","PGM5",0,0.84028
"CDK1","STMN1",1,0.71562
"MAPK10","STMN1",-1,-0.54612
"BDNF","STMN1",0,0.22188
"AURKB","STMN1",1,0.65642
"CAMK2A","STMN1",0,-0.49724
"HGF","STMN1",0,-0.4025
"CAMK2B","STMN1",0,0.29757
"PIWIL1","STMN1",0,0.06478
"RGS2","TRPV6",-1,-0.27955
"PRKCG","RGS2",0,-0.16027
"ADRA1A","RGS2",0,0.30563
"RGS2","LRRK2",0,0.59178
"FKBP5","IKBKE",0,-0.39209
"IKBKE","FKBP5",0,-0.39209
"SYT1","CACNA1C",1,0.63424
"CACNB2","CACNA1C",0,0.84103
"CACNA1C","CACNB2",0,0.84103
"TPM2","TPM1",0,0.93568
"TPM1","TNNT1",0,-0.1515
"CRYBB1","ABCC8",0,-0.01634
"ABCC8","KCNJ8",0,0.23125
"CDH1","CDC20",0,0.31095
"MET","CDH1",1,0.33907
"CDK1","CDH1",0,0.45347
"PLK1","CDH1",0,0.42382
"CDH1","RRM2",0,0.48007
"ERBB2","CDH1",0,0.09376
"CDH1","ERBB2",0,0.09376
"CDH1","SIX1",0,0.32218
"CDH1","CTNND2",0,0.25275
"CTNND2","CDH1",1,0.25275
"CDH1","ITGB7",1,0.35342
"PTPRT","CDH1",0,0.1022
"THBS1","CALR",0,-0.33321
"CALR","NKX2-1",0,0.05467
"ITGA5","CALR",0,-0.34127
"CALR","FBN1",0,-0.46002
"CALR","LRP1",0,-0.52244
"LRP1","CALR",0,-0.52244
"CALR","PDIA2",0,0.09303
"TRPC1","TRPV6",-1,-0.36271
"NEDD4","TRPV6",0,-0.40371
"EZR","SLC9A3R1",0,0.53411
"RPS6KA1","SLC9A3R1",0,0.56201
"CDK1","SLC9A3R1",0,0.31132
"PDGFRB","SLC9A3R1",0,-0.5202
"SLC9A3R1","ADRB2",0,-0.1868
"ADRB2","SLC9A3R1",0,-0.1868
"SLC9A3R1","CFTR",1,0.13079
"PDGFRA","SLC9A3R1",0,-0.44824
"SLC9A3R1","FZD4",0,-0.43177
"SLC9A3R1","PTH1R",-1,-0.26127
"SLC9A3R1","OPRK1",0,0.06252
"SLC9A3R1","SLC26A3",0,-0.10793
"SLC9A3R1","P2RY1",0,-0.40856
"SLC9A3R1","RLBP1",0,0.03691
"NEDD4","LAPTM4B",0,-0.42507
"SLC8A1","CAV3",0,0.26178
"TRPC1","KCNMA1",0,0.74063
"TBXA2R","KCNMA1",0,0.75505
"CACNA1H","KCNMA1",0,0.85398
"KCNMA1","KCNMB1",0,0.90037
"KCNMA1","LRRC26",0,-0.11917
"CHGA","SCG3",0,0.07098
"TRPC1","CAV3",0,0.22511
"SVIL","CAV3",0,0.18321
"PPP1CA","TNNI3",0,0.47872
"TNNI3","ACTA1",0,-0.05895
"PAK3","TNNI3",-1,-0.14689
"TNNI3","RCAN3",0,-0.04428
"TNNI3","PAPPA",0,-0.14303
"TNNI3K","TNNI3",0,-0.17435
"TNNI3","TNNC1",0,0.28431
"CDK5","PPP1R1B",1,0.17697
"CDK5","EZR",1,0.5153
"CDK5","CCNB1",0,0.59322
"CDK5","FOXO1",0,-0.57062
"CDK5","MAPK10",0,-0.5851
"CDK5","ERBB3",0,0.39666
"BDNF","CDK5",1,0.19254
"CDK5","P2RX6",0,-0.32745
"CDK5","ERBB4",0,0.0557
"CDK5","ERBB2",0,0.04236
"CDK5","KDR",0,-0.46053
"CDK5","ACTN1",0,-0.50748
"CDK5","CTNND2",0,0.16343
"CDK5","GRIN2A",0,-0.19629
"CDK5","RASGRF1",0,0.09173
"CDK5","NEFH",1,0.13418
"CDK5","DCX",0,-0.12409
"CDK5","MEF2C",0,-0.5841
"CDK5","LRRK2",0,-0.54318
"SEMA3A","CDK5",0,0.17766
"CDK5","XDH",0,0.15678
"CDK5","CDK5R2",0,0.10145
"CDK5R2","CDK5",1,0.10145
"CDK5","STXBP1",-1,-0.5411
"CDK5","CAMKV",0,0.16609
"CDK5","AOC3",0,-0.43857
"CDK5","FSD1",0,0.37527
"SYT1","SNAP25",1,0.50527
"SNAP25","SYT1",0,0.50527
"CENPF","SNAP25",0,-0.35643
"STXBP6","SNAP25",-1,-0.44418
"SNAP25","TRIM9",0,0.61502
"CDK1","FLNA",0,-0.57307
"CAMK2A","FLNA",0,0.76383
"ISG15","FLNA",0,-0.26774
"FLNA","BRCA2",0,-0.35657
"DCN","FLNA",0,0.617
"CFTR","FLNA",0,-0.19267
"FLNA","ITGB6",0,-0.15914
"FLNA","FLNC",0,0.9124
"FLNA","CALCR",0,-0.24783
"FLNA","ITGB7",0,-0.38013
"FLNA","ASB2",0,0.91534
"FLNA","PHLDB2",0,0.72847
"RYR1","TRPC1",0,-0.22092
"CAMK2A","SYT1",1,0.38833
"PRKCG","GRIN1",0,-0.01847
"CAMK2A","GRIN1",0,-0.16127
"CIT","GRIN1",0,0.033
"EPHB2","GRIN1",0,-0.06173
"GRIN1","GRIN2A",0,-0.07589
"PPP1CA","RYR1",0,0.20458
"HOMER2","RYR1",1,0.03013
"RYR1","S100A1",0,0.18701
"RYR1","TRDN",0,-0.05394
"NME1","TGM2",0,-0.33697
"TGM2","S100A7",0,-0.05395
"TGM2","AKAP13",0,0.45362
"MAP3K12","TGM2",0,0.58378
"DBI","AQP2",0,0.0371
"AKAP13","AQP2",0,-0.05597
"CNR1","PPP1R1B",0,-0.10764
"MET","CNR1",0,-0.16797
"CNR1","GNAO1",1,0.44484
"CNR1","GNA14",1,0.36733
"E2F7","E2F8",0,0.54714
"TNFSF9","TNFRSF9",1,0.28941
"TNFRSF9","TNFSF9",0,0.28941
"AURKA","NDC80",0,0.75207
"AURKB","NDC80",0,0.62103
"NEK2","NDC80",1,0.61356
"NDC80","NUF2",0,0.7304
"NDC80","CENPH",0,0.60408
"UBE2T","FANCI",1,0.72647
"UBE2T","FANCD2",1,0.62915
"CFL2","ACTC1",0,0.34528
"VDR","CYP2B6",1,0.0468
"CDK1","FOXM1",1,0.76663
"FOXM1","CDK1",1,0.76663
"CCNB1","FOXM1",1,0.75352
"FOXM1","CCNB1",1,0.75352
"FOXM1","CDC25C",1,0.60837
"FOXM1","AURKB",0,0.62417
"PLK1","FOXM1",1,0.75347
"FOXM1","PLK1",0,0.75347
"FOXM1","CDC25A",1,0.65845
"CCNE1","FOXM1",1,0.36526
"FOXM1","CENPF",1,0.71726
"LRP2","SHH",1,0.02463
"SHH","LRP2",0,0.02463
"SHH","PTCH2",0,-0.12525
"GAS1","SHH",0,-0.13038
"ADCYAP1","SHH",0,-0.0414
"EXTL1","SHH",-1,-0.09504
"SHH","GPC5",0,-0.02836
"TRIB3","AKT3",-1,-0.35462
"PPP1CA","AKT3",-1,-0.62392
"AKT3","PPP1CA",-1,-0.62392
"HSPB2","AKT3",1,0.7603
"AKT3","EZH2",-1,-0.5946
"AKT3","TCL1A",0,-0.1347
"AKT3","CHEK1",-1,-0.62643
"HSPB6","AKT3",1,0.64576
"PRKCZ","AKT3",0,-0.70556
"AKT3","PRKCZ",0,-0.70556
"AKT3","GATA1",1,0.54278
"LRRK2","AKT3",1,0.73571
"AKT3","S1PR1",1,0.78308
"AKT3","FOXA2",-1,-0.33448
"AKT3","TBX3",1,0.59655
"GAPDH","SLC2A1",0,0.39257
"ELANE","CDC25C",0,-0.21081
"ELANE","CXCL12",0,0.11683
"ELANE","GZMB",0,0.09086
"ELANE","THBS1",1,0.19547
"TGFA","ELANE",0,-0.12183
"SERPINA1","ELANE",0,-0.03385
"ELANE","F5",0,-0.04346
"ELANE","SERPIND1",0,0.01693
"SLPI","ELANE",-1,-0.077
"MYCN","H2AFX",0,0.11758
"MYCN","MCM2",1,0.22962
"CDK1","MYCN",0,0.19961
"CCNB1","MYCN",0,0.1627
"PKMYT1","MYCN",0,0.09289
"MYCN","EZH2",0,0.26794
"MYCN","RUNX3",0,0.04637
"MYCN","MCM4",1,0.14907
"AURKA","TP73",0,0.08158
"CDK1","TP73",0,0.25943
