"source_genesymbol","target_genesymbol","interact","weight"
"NR4A3","SIX3",0,-0.04974
"BLM","APBB1",0,-0.56784
"TSHZ3","APBB1",0,0.9359
"UHRF1","HIST1H3J",0,0.18096
"TRIM63","MYBPC3",0,0.146
"TRIM63","KCNMB1",0,0.29044
"PHYHIP","ADGRB1",0,0.18017
"TAT","CXCL8",0,-0.01317
"KIF23","ACTA1",0,-0.14001
"BRCA1","FANCA",0,0.73268
"CENPE","FANCA",0,0.80119
"RUNX1T1","BCL6",0,0.24413
"ACTN3","ACTN2",0,0.26128
"ACTN2","KCNA5",0,0.11153
"PALLD","ACTN2",0,0.23915
"ACTN2","ADAM12",0,-0.10188
"SNCA","MAPT",0,0.51685
"MAPT","S100B",0,0.4253
"TTLL6","MAPT",0,-0.38219
"MAPT","USP9Y",0,0.31338
"SERPINA5","KLKB1",0,0.19793
"KDM5D","AR",0,0.15224
"CDC25A","AR",0,-0.43473
"USP26","AR",0,-0.07487
"TAL1","MYB",0,-0.51196
"ECT2","PLK4",0,0.85904
"MAD2L1","UBD",0,0.49955
"SCN1A","PTPRZ1",0,0.47471
"RRAD","NME1",0,-0.19597
"HSPD1","CA2",0,-0.07957
"CLU","HSPD1",0,-0.35244
"CENPH","KIF2C",0,0.83659
"CDC6","KPNA2",0,0.39073
"FERMT2","KPNA2",0,-0.47829
"CNTN2","CHEK1",0,-0.41073
"DTNA","ACTA1",0,0.22471
"ACTA1","ITGA2",0,-0.15417
"NEXN","ACTA1",0,0.31593
"ACTA1","GAS7",0,0.11771
"ACTA1","CNN1",0,0.34702
"ACTA1","SMTN",0,0.19691
"MAP1B","SNCA",0,0.58526
"LRRK2","MAP1B",0,0.68193
"MAP1B","MAG",0,0.14732
"MAP1B","GABRR1",0,-0.11869
"FOXP3","RORA",0,-0.47458
"KLF9","PGR",0,0.64337
"RAD51","BLM",0,0.69018
"RAD51AP1","RAD51",0,0.50832
"RAD54B","RAD51",0,0.67132
"CDKN3","CDC25A",0,0.78243
"GRIA3","GZMB",0,-0.3248
"TENM1","SORBS1",0,0.65817
"HTR2C","MPDZ",0,-0.14201
"ERBB4","GABRG2",0,0.36835
"FNBP1","RND2",0,0.8414
"SNCA","CRYAB",0,0.62222
"PROX1","HNF1A",0,0.59552
"HNF4A","HNF1A",0,0.87797
"SNCA","SLC6A4",0,-0.25244
"CCND1","USP2",0,-0.2995
"SIX1","EYA2",0,-0.11005
"KIRREL3","CASK",0,-0.37505
"NCAPG2","TAL1",0,-0.45847
"CFTR","ADRB2",0,-0.25195
"HTR4","ADRB2",0,-0.10035
"ADRB3","ADRB2",0,0.12762
"AKAP12","ADRB2",0,0.41916
"SLC26A9","CFTR",0,0.05845
"FHL1","KCNA5",0,0.47632
"ITIH4","PTX3",0,0.19382
"F5","CTSG",0,-0.07186
"CTSG","SERPINA3",0,-0.00617
"KCNA5","KCNA2",0,0.26666
"GCM1","DLX3",0,0.00843
"CMA1","SERPINA3",0,0.00766
"AGER","S100B",0,0.65253
"AGER","S100P",0,-0.23062
"AHNAK","S100B",0,0.41772
"KCNE2","KCNH2",0,0.13952
"GPLD1","ALPP",0,-0.15411
"BOC","CDON",0,0.75745
"MAG","NGFR",0,0.22408
"SALL2","NGFR",0,0.44688
"HBA1","HBB",0,0.98231
"HBA1","HBG2",0,0.19568
"MFAP4","SFTPD",0,0.52176
"SFTPD","UPK1A",0,-0.06304
"WWC1","DDN",0,0.59718
"PHLDB2","FLNC",0,0.46007
"KY","FLNC",0,0.53586
"PLEKHH2","TGFB1I1",0,0.76584
"CCKBR","CCKAR",0,0.08058
"INHBA","FSTL3",0,0.01106
"CHRDL2","INHBA",0,-0.11519
"AKAP6","PDE4D",0,0.65596
"GNAO1","GRM6",0,0.65033
"NCAPH","CAPG",0,0.58543
"DEFA5","PRSS1",0,-0.03544
"RPH3A","ADD2",0,0.52279
"CNTNAP2","KCNA2",0,-0.25086
"KCNAB1","KCNA2",0,0.31283
"ANK2","L1CAM",0,0.82806
"L1CAM","NCAN",0,0.4863
"DLG4","ADRB1",0,0.31226
"CNKSR2","DLG4",0,0.61559
"GRIK2","DLG4",0,0.5787
"ARC","DLG4",0,0.12825
"EPB41L3","CNTNAP2",0,-0.33895
"LRRC7","CNKSR2",0,0.58129
"HAND2","PHOX2A",0,0.68274
"FBXO32","MYOCD",0,0.78882
"TRIP13","ORC1",0,0.8164
"TMSB10","TMOD1",0,-0.21725
"WFIKKN2","MSTN",0,0.64977
"PRPH","LMNB1",0,-0.57654
"GRIA3","GRIA2",0,0.63878
"STOM","SLC4A1",0,0.25329
"HBG2","HBB",0,0.22713
"GRIK5","GRIK2",0,0.51298
"GPM6B","SLC6A4",0,-0.22656
"SERPINA5","FGB",0,-0.07517
"HCN4","PEX5L",0,0.24966
"NCAM1","UCHL1",0,0.7957
"DRD5","GABRG2",0,-0.08434
"MMP7","SERPINA1",0,0.16495
"MEP1B","TNC",0,-0.16969
"TNC","NCAN",0,0.19315
"PTGDR2","PTGDR",0,0.74006
"PCSK1N","PCSK1",0,-0.13053
"NCAM1","NCAN",0,0.66655
"NCAM1","ST8SIA3",0,0.75233
"ULBP1","KLRC4",0,-0.10343
"F7","HPN",0,0.2944
"COLQ","BCHE",0,0.50494
"MYOC","MYL2",0,0.26951
"MYOC","OLFM3",0,0.53352
"SLC22A17","LCN2",0,-0.30332
"CNTN2","NCAN",0,0.5109
"KCND3","KCNIP1",0,0.37349
"KCND3","KCNIP2",0,0.06405
"ZFPM2","GATA4",0,-0.15202
"TRDN","HRC",0,0.54829
"SLC7A11","BAAT",0,0.16114
"RRAD","TPM2",0,0.30277
"F5","SERPINA3",0,-0.07037
"MMRN1","F5",0,-0.11646
"SKA1","SKA3",0,0.72734
"SHCBP1","TRIM71",0,0.25416
"MYH2","AMPD1",0,-0.07499
"KIF15","MKI67",0,0.85278
"ANKRD1","CASQ2",0,0.15057
"TRDN","CASQ2",0,0.30664
"HOXB1","SERPINA3",0,0.10768
"PKNOX2","HOXB1",0,0.33057
"PDLIM7","TPM2",0,0.94708
"NOVA1","GABRG2",0,0.5943
"CTRC","SERPINA3",0,0.12667
"MUC16","MSLN",0,0.17472
"VSNL1","CHRNA4",0,-0.13497
"GABRR2","GABRR1",0,-0.0703
"P2RX2","GABRR1",0,-0.14253
"PEX5L","HCN1",0,-0.07407
"NDC1","RTN1",0,-0.4608
"CHRNA3","CHRNB4",0,0.86543
"SPC25","SPC24",0,0.55419
"CIDEC","CIDEA",0,0.88231
"RNF180","ZIC2",0,-0.19642
"MSS51","PTGS1",0,0.33142
"NGB","ATP1B2",0,0.67484
"DEFA3","DEFA1B",0,0.97452
"PGLYRP3","PGLYRP4",0,0.56263
"ADAMTSL1","MMP10",0,-0.02894
"COMP","MATN3",0,0.64411
"ADAMTS12","COMP",0,0.61616
"RDH5","RLBP1",0,0.10195
"P2RX2","P2RX1",0,0.0838
"SCUBE2","SCUBE1",0,0.11711
"PKD2","RYR2",0,0.58458
"ITPR1","RYR2",0,0.72094
"RYR2","CACNA1C",0,0.71754
"AR","RYR2",0,0.34962
"CAMK2A","RYR2",1,0.33078
"SNCG","RYR2",0,0.2994
"AKAP6","RYR2",0,0.52256
"RTN1","RYR2",0,0.27236
"MDFI","TRPC1",-1,-0.27812
"PKD1","PKD2",1,0.84672
"PKD1","NOS1",0,0.68147
"PKD1","PRKAA2",0,0.81386
"ITGA5","PKD1",0,0.6044
"NTS","PKD1",0,-0.08241
"PKD1","REM1",0,0.57656
"NTRK1","CAV1",0,0.51964
"NGF","NTRK1",1,0.44128
"NTRK1","NGF",1,0.44128
"FGF2","NTRK1",1,0.56028
"FGF10","NTRK1",1,0.62557
"FGF7","NTRK1",1,0.52966
"FGF22","NTRK1",1,0.26245
"EFNA5","NTRK1",1,0.32632
"NTRK1","SHC2",1,0.60804
"NTRK1","NGFR",0,0.6076
"FGF17","NTRK1",1,0.35569
"FGF16","NTRK1",1,0.3671
"PTPRS","NTRK1",0,0.50865
"PTPRZ1","NTRK1",0,0.57906
"FGF5","NTRK1",1,0.11688
"PKD2","HAVCR1",0,-0.30021
"PKD2","ITPR1",0,0.86456
"TPM1","PKD2",0,0.83115
"FLNA","PKD2",0,0.83569
"TRPC1","PKD2",1,0.85413
"PKD2","TRPC1",1,0.85413
"AURKA","PKD2",0,-0.58159
"ACTN2","PKD2",0,0.29357
"CCKBR","PKD2",0,0.27344
"CAV3","JPH2",0,0.23316
"PRKCB","GAP43",0,0.49209
"GAP43","ELAVL4",0,0.92096
"SLC25A4","AR",0,0.65113
"PRKCB","GRIN2B",0,-0.40597
"PRKCG","GRIN2B",0,0.03902
"CAMK2A","GRIN2B",0,-0.36051
"EPHB2","GRIN2B",0,0.57823
"IL1B","GRIN2B",0,0.0617
"GRIN2B","DLG2",0,-0.38308
"PTPN5","GRIN2B",0,-0.32726
"DRD5","GRIN2B",0,-0.08173
"KANK2","GRIN2B",0,-0.4007
"PSD","GRIN2B",0,-0.3763
"CASK","NPHS1",0,0.21648
"FLNA","CAV1",0,0.85206
"CAV1","TRPC1",1,0.76668
"NOS2","CAV1",0,-0.36437
"AR","CAV1",0,0.78912
"CAV1","GRB7",0,-0.1687
"GRB7","CAV1",0,-0.1687
"KCNA5","CAV1",0,0.61596
"KCNH2","CAV1",0,0.77267
"BMX","CAV1",0,0.00777
"ITGB3","CAV1",0,0.65329
"GRK1","CAV1",0,-0.33179
"CAV1","PTGIS",0,0.66539
"TRPC1","TRPC4",1,0.58018
"TRPC4","TRPC1",1,0.58018
"CDK1","ITPR1",0,-0.57072
"BRCA1","ITPR1",0,-0.466
"PRKG2","ITPR1",0,-0.10033
"ITPR1","HOMER2",0,0.7159
"DMD","TRPC1",0,0.81068
"DMD","NOS1",0,0.72716
"DMD","ACTA1",0,0.13119
"DMD","PGM5",0,0.85488
"DRD2","SSTR5",0,0.11706
"PRKCB","STMN1",-1,-0.45087
"CDK1","STMN1",1,0.82919
"MAPK10","STMN1",-1,-0.4201
"AURKB","STMN1",1,0.76743
"CAMK2A","STMN1",0,-0.40896
"PIWIL1","STMN1",0,0.55808
"PRKCB","RGS2",0,0.69839
"PRKCG","RGS2",0,-0.09637
"ADCY5","RGS2",0,0.67815
"ADRA1A","RGS2",0,0.35992
"CHRM2","RGS2",0,0.6382
"RGS2","LRRK2",0,0.70262
"AR","FKBP5",1,0.50444
"CDK1","WWTR1",0,-0.54563
"CDK1","STMN2",0,-0.32384
"MAP2","CACNA1C",0,0.44663
"DLG4","CACNA1C",0,0.81567
"CACNB2","CACNA1C",0,0.80714
"CACNA1C","CACNB2",0,0.80714
"CACNA1C","KCNE2",0,0.09013
"DAPK1","TPM1",1,0.81724
"TPM2","TPM1",0,0.9318
"FGFR1","CDH1",0,-0.78173
"FGFR1","TRPC1",0,0.85308
"NGF","FGFR1",1,0.60932
"GZMB","FGFR1",0,-0.39378
"FGF2","FGFR1",1,0.83702
"FGFR1","FGF2",1,0.83702
"FGF10","FGFR1",1,0.65153
"FGFR1","TNS2",0,0.77121
"FGFR1","FGF7",0,0.74767
"FGF7","FGFR1",1,0.74767
"FGF22","FGFR1",1,0.54672
"EFNA5","FGFR1",1,0.49434
"FGF17","FGFR1",1,0.35446
"FGFR1","FGF17",0,0.35446
"FGF16","FGFR1",1,0.47276
"ANGPT4","FGFR1",1,0.06701
"FGFR1","L1CAM",0,0.6095
"FGFR1","FGF23",0,-0.09928
"FGFR1","FGF19",0,-0.24036
"FGFR1","FGF5",0,0.30972
"FGF5","FGFR1",1,0.30972
"FGFR1","NCAM1",0,0.80852
"NCAM1","FGFR1",1,0.80852
"ANOS1","FGFR1",0,-0.25801
"FGFR1","FLRT1",0,0.5668
"CDH1","CDC20",0,0.49159
"MET","CDH1",1,0.6984
"CDK1","CDH1",0,0.68829
"CDH1","HIST1H3J",0,0.10931
"PLK1","CDH1",0,0.69863
"CDH1","RRM2",0,0.69214
"CDH1","SIX1",0,0.14679
"CSE1L","CDH1",1,0.59422
"CDH1","CTNND2",0,-0.61726
"CDH1","CDH3",0,0.63958
"CDH3","CDH1",0,0.63958
"CDH1","PTPRM",0,-0.72045
"CDH1","ANK2",0,-0.72833
"SLC8A1","CAV3",0,0.19675
"SLC8A1","ANK2",0,0.74675
"TRPC1","KCNMA1",0,0.7173
"MAP1A","KCNMA1",0,0.87619
"CACNA1H","KCNMA1",0,0.87576
"KCNMA1","KCNMB1",0,0.90689
"KCNMA1","KCNMB2",0,0.28978
"TRPC1","CAV3",0,0.27458
"NOS1","CAV3",0,0.14117
"SVIL","CAV3",0,0.14723
"CAV3","SLC22A11",0,-0.2066
"PRKCB","TNNI3",-1,-0.14463
"TNNI3","ACTA1",0,-0.02828
"PAK3","TNNI3",-1,-0.14208
"TNNI3K","TNNI3",0,-0.09857
"CENPF","SNAP25",0,-0.49415
"SNAP25","TRIM9",0,0.46405
"CDK1","FLNA",0,-0.54041
"FLNA","AR",0,0.65049
"ROR2","FLNA",1,0.84202
"FLNA","BRCA1",0,-0.42324
"CAMK2A","FLNA",0,0.61183
"FLNA","BRCA2",0,-0.52424
"CFTR","FLNA",0,-0.65853
"FLNA","FLNC",0,0.87543
"FLNA","ITGB3",0,0.74767
"FLNA","ASB2",0,0.90959
"FLNA","PHLDB2",0,0.53502
"RYR1","TRPC1",0,0.61128
"CFTR","PDZD3",0,0.20808
"PRKCB","GRIN1",0,-0.08878
"PRKCG","GRIN1",0,0.03899
"CAMK2A","GRIN1",0,-0.00337
"EPHB2","GRIN1",0,-0.16181
"NEFL","GRIN1",0,-0.01392
"GRIN1","GRIN2A",0,0.14015
"NLGN1","GRIN1",0,-0.20263
"DLG4","GRIN1",0,-0.15228
"CAMK2A","RYR1",1,0.64707
"HOMER2","RYR1",1,0.45905
"RYR1","TRDN",0,0.56668
"NCS1","IL1RAPL1",0,0.51707
"MET","CNR1",0,-0.39827
"CNR1","GNAZ",1,0.62182
"CNR1","GNAO1",1,0.56611
"E2F7","E2F8",0,0.84451
"AURKA","NDC80",0,0.77457
"AURKB","NDC80",0,0.82487
"NEK2","NDC80",1,0.89064
"NDC80","DSN1",0,0.76233
"NDC80","NUF2",0,0.87472
"NDC80","CENPH",0,0.80319
"SFRP1","WNT1",0,-0.08799
"WNT1","CD36",0,0.04473
"UBE2T","FANCI",1,0.81516
"CGA","CGB5",0,-0.02109
"KCNE1","KCNQ1",0,-0.15271
"KCNE2","KCNQ1",0,-0.32453
"CDK1","FOXM1",1,0.80627
"FOXM1","CDK1",1,0.80627
"CCNB1","FOXM1",1,0.79319
"FOXM1","CCNB1",1,0.79319
"FOXM1","CDC25C",1,0.79304
"FOXM1","AURKB",0,0.67993
"PLK1","FOXM1",1,0.78154
"FOXM1","PLK1",0,0.78154
"FOXM1","CDC25A",1,0.66993
"CCNE1","FOXM1",1,0.37524
"FOXM1","CENPF",1,0.80428
"GAS1","SHH",0,-0.44822
"EXTL1","SHH",-1,-0.44225
"TRIB3","AKT3",-1,-0.46427
"HSPB2","AKT3",1,0.787
"AKT3","CHEK1",-1,-0.55855
"HSPB6","AKT3",1,0.77599
"PLEKHO1","AKT3",0,0.87685
"LRRK2","AKT3",1,0.86044
"AKT3","FOXA2",-1,-0.6728
"FAM107A","AKT3",1,0.46301
"ASF1B","HIST1H3J",1,0.30895
"ASF1B","CHAF1B",1,0.8493
"AGT","SLC2A1",0,0.3201
"SLC2A1","STOM",0,-0.30297
"ELANE","CDC25C",0,-0.2212
"ELANE","CXCL8",1,0.05731
"ELANE","CXCL12",0,0.13652
"ELANE","GZMB",0,-0.14331
"SERPINA1","ELANE",0,-0.09131
"ELANE","F5",0,-0.06234
"ELANE","SERPIND1",0,-0.08866
"SERPINA3","ELANE",0,0.49295
"SLPI","ELANE",-1,-0.10102
"PRKCB","KIT",0,0.41536
"PRKCB","HIST1H3J",0,-0.13219
"PRKCB","GCNT1",0,-0.51351
"PRKCB","EIF6",0,-0.42225
"PRKCB","CHAT",1,0.04466
"PRKCB","LMNB1",0,-0.55166
"PRKCB","MSX2",0,-0.27633
"PRKCB","GRIN2D",0,-0.40513
"PRKCB","SYT6",0,0.33942
"PRKCB","RRAD",0,0.51773
"PRKCB","MKI67",0,-0.53223
"PRKCB","PDLIM7",0,0.62277
"PRKCB","GABRG2",0,0.4511
"PRKCB","GABRB2",0,-0.24463
"AURKA","TP73",0,0.60412
"CDK1","TP73",0,0.64424
"PLK1","TP73",0,0.61489
"CHEK1","TP73",1,0.59784
"E2F1","TP73",1,0.71753
"TP73","BUB1B",0,0.52892
"REN","TP73",0,0.16998
"DBF4","MCM2",1,0.89136
"CDK1","DBF4",0,0.89401
"E2F1","DBF4",1,0.67072
"DBF4","MCM4",1,0.86186
"DBF4","ORC6",0,0.84911
"PER1","GPRASP1",0,0.69346
"CDC20","PTTG1",0,0.9196
"CDK1","PTTG1",1,0.73793
"CHEK1","PTTG1",1,0.75242
"E2F1","PTTG1",1,0.90087
"BUB1B","PTTG1",1,0.62522
"PTTG1","USP44",0,-0.43862
"AURKA","CDC20",0,0.73364
"CDK1","CDC20",0,0.70392
"CCNB1","CDC20",0,0.7607
"BUB1","CDC20",0,0.68133
"CDC20","BUB1",0,0.68133
"CDC20","MAD2L1",0,0.74046
"PLK1","CDC20",0,0.79221
"E2F1","CDC20",0,0.90486
"BUB1B","CDC20",0,0.65886
"CDC20","BUB1B",0,0.65886
"CCNA1","CDC20",0,-0.39651
"CDC20","CCNA1",0,-0.39651
"UBE2C","CDC20",0,0.67584
"CDC20","UBE2C",1,0.67584
"CDC20","AXIN2",0,0.41417
"AXIN2","CDC20",0,0.41417
"MCM2","MCM10",0,0.92142
"CDC45","MCM10",0,0.88754
"AURKA","AJUBA",1,0.62676
"CDK1","AJUBA",0,0.6395
"AURKB","AJUBA",0,0.46472
"SLC1A2","AJUBA",0,-0.17048
"CDK1","TOP2A",0,0.87169
"UHRF1","TOP2A",1,0.83878
"PRKCG","TOP2A",1,0.19714
"PLK1","TOP2A",1,0.81319
"DTL","PCNA",0,0.77594
"PCNA","CDT1",0,0.65056
"CDK1","PCNA",0,0.81634
"PCNA","CDC25C",0,0.81619
"PCNA","BRCA1",0,0.7189
"PCNA","CLSPN",0,0.64241
"PCNA","CHEK1",0,0.844
"E2F1","PCNA",1,0.70263
"PCNA","RAD51",0,0.81821
"PCNA","FEN1",1,0.79711
"PCNA","CHAF1B",1,0.7857
"PCNA","CCND1",0,0.50688
"PCNA","RFC3",0,0.78586
"AURKA","CENPA",1,0.86503
"AURKA","TPX2",1,0.94167
"TPX2","AURKA",1,0.94167
"AURKA","FANCA",0,0.79925
"AURKA","HIST1H3J",1,0.31792
"AURKA","BRCA1",1,0.84399
"BRCA1","AURKA",0,0.84399
"AURKA","NME1",0,0.84067
"AURKA","KIF2C",0,0.84841
"AURKA","KIF11",1,0.85366
"AURKA","AURKB",0,0.83289
"AURKA","PLK1",1,0.90808
"AURKA","BORA",0,0.83741
"BORA","AURKA",1,0.83741
"AURKA","SPAG5",0,0.82605
"AURKA","WDR62",0,0.75156
"AURKA","USP2",0,-0.18829
"AURKA","WWC1",0,0.8009
"AURKA","NUSAP1",0,0.86363
"PLK4","AURKA",0,0.84585
"AURKA","PHLDA1",0,0.33845
"AURKA","TACC3",1,0.60494
"AURKA","DLGAP5",1,0.87175
"AURKA","KIF15",0,0.87261
"PAX2","EYA1",0,0.09599
"SIX1","PAX2",1,0.35676
"CXCL11","CXCR3",1,0.31098
"CXCR3","CXCL11",0,0.31098
"CDK1","FOXG1",0,0.21481
"CDK1","BIRC5",1,0.63076
"BIRC5","CCNB1",0,0.6856
"CCNB1","BIRC5",0,0.6856
"BIRC5","AURKB",1,0.83179
"PLK1","BIRC5",1,0.70918
"BIRC5","CDCA8",0,0.57759
"CDCA8","BIRC5",0,0.57759
"ACTA1","MAP1A",0,0.13984
"MAP1B","MAP1A",0,0.76299
"DLG4","MAP1A",1,0.79359
"BLM","EXO1",0,0.80643
"SFRP1","WNT2",-1,-0.21949
"WNT2","FZD10",1,0.17646
"KCNQ4","SLC26A5",1,0.27299
"KCNE1","KCNQ4",1,0.04463
"IGF2","MET",1,0.26967
"MET","GRB7",0,0.21368
"AREG","MET",1,0.5804
"EREG","MET",1,0.59987
"EFNA3","MET",1,0.62838
"EFNA4","MET",1,0.68169
"FGF23","MET",1,0.22574
"FGF20","MET",1,0.22757
"FGF19","MET",1,0.37533
"MET","SHC4",0,-0.37235
"MET","HGFAC",0,-0.40413
"MET","MUC20",0,0.6102
"MUC20","MET",0,0.6102
"SIX1","BMP4",1,0.45959
"BMP4","CHRDL1",0,-0.27426
"CCL2","CCR10",1,0.3628
"CCL26","CCL2",-1,-0.03424
"MMP3","CCL2",0,0.10323
"MMP1","CCL2",0,0.28812
"CCL2","ACKR1",0,0.33789
"MYBL2","CDK1",1,0.50143
"MYBL2","CCNB1",1,0.54697
"E2F1","MYBL2",0,0.89676
"CCNA2","MYBL2",0,0.49942
"CCNE1","MYBL2",1,0.31266
"MYBL2","CCND1",0,0.37102
"MYBL2","CCNF",0,0.82883
"CDK1","CENPA",0,0.85616
"CENPA","AURKB",1,0.90106
"AURKB","CENPA",1,0.90106
"DIAPH3","CENPA",1,0.79218
"CENPA","HJURP",0,0.83682
"CTF1","LIFR",1,0.42491
"CRLF1","LIFR",0,0.53824
"CNTFR","LIFR",0,0.44716
"CDC45","MCM2",0,0.88846
"MCM2","CDC45",0,0.88846
"PLK1","MCM2",0,0.89904
"MCM2","MCM4",0,0.91343
"MCM2","CDC6",0,0.44037
"CCNA1","MCM2",0,-0.49786
"MCM2","ORC1",0,0.89988
"ORC1","MCM2",0,0.89988
"ORC6","MCM2",0,0.86992
"RPA3","MCM2",0,0.76467
"MCM2","GINS4",0,0.90723
"AR","MT2A",1,0.26751
"ATAD2","E2F1",1,0.67217
"CDT1","DTL",0,0.73518
"CDK1","DTL",0,0.91335
"E2F1","DTL",1,0.72869
"CDK1","CDT1",0,0.67655
"E2F1","CDT1",1,0.9405
"CCNA2","CDT1",1,0.66816
"CDT1","MCM4",0,0.6212
"CDT1","CDC6",0,0.33103
"CCNA1","CDT1",0,-0.37615
"ORC1","CDT1",0,0.77449
"CAMK2A","CARD11",0,-0.33076
"SIX1","LFNG",1,0.15977
"LFNG","DLL3",1,0.28636
"POFUT1","LFNG",1,0.5958
"NGF","KIT",1,0.39123
"GRB7","KIT",0,-0.16334
"KIT","MITF",0,0.55149
"FGF2","KIT",1,0.53283
"KIT","MPDZ",0,0.55904
"FGF10","KIT",1,0.4317
"FGF7","KIT",1,0.50559
"FGF22","KIT",1,0.42121
"EFNA5","KIT",1,0.4301
"KIT","SHC2",1,0.60908
"FGF17","KIT",1,0.33223
"FGF16","KIT",1,0.36806
"FGF5","KIT",1,0.09175
"KIT","XKR5",0,-0.34777
"CDK1","CCNB1",1,0.93735
"CCNB1","CDK1",0,0.93735
"CDK1","ZBTB16",0,-0.48676
"CDK1","KRT18",1,0.64156
"CDK1","CDC25C",0,0.91823
"CDC25C","CDK1",1,0.91823
"CDK1","UHRF1",0,0.8664
"CDK1","TPX2",0,0.88041
"CDK1","BUB1",1,0.93068
"CDK1","PKMYT1",0,0.51005
"CDK1","MAPT",0,-0.49026
"CDK1","CKS1B",0,0.63128
"CKS1B","CDK1",1,0.63128
"CDK1","ECT2",0,0.88912
"CDK1","BRCA1",1,0.84198
"CDK1","NME1",1,0.83271
"CDK1","KIF11",1,0.93703
"CDK1","RECQL4",0,0.45573
"CDK1","CKS2",0,0.85271
"CDK1","PLK1",1,0.8842
"CHEK1","CDK1",0,0.90474
"CDK1","CHEK1",1,0.90474
"CDK1","RRM2",0,0.92134
"CDK1","E2F1",1,0.72579
"E2F1","CDK1",1,0.72579
"CDK1","BRCA2",0,0.85276
"CDK1","CCNA2",0,0.91703
"CCNA2","CDK1",0,0.91703
"CDK1","KIF4A",0,0.87629
"CDK1","TTK",0,0.9343
