"source_genesymbol","target_genesymbol","interact"
"CDK17","GSK3A",0
"SPG7","GSK3A",0
"TPSG1","GSK3A",0
"EGR1","DUSP1",1
"JUN","EGR1",1
"EGR1","PDGFA",1
"EGR1","AR",-1
"EGR1","IGF2",1
"EGR1","MAP1LC3B",0
"CSNK2A1","EGR1",0
"RELA","EGR1",1
"CEBPB","EGR1",0
"NAB1","EGR1",-1
"CREBBP","EGR1",0
"SP1","EGR1",0
"EGR1","NAB2",1
"NAB2","EGR1",-1
"EGR1","TGFB1",1
"EGR1","CDKN1A",1
"EGR1","PSMA3",0
"SNAI1","EGR1",-1
"EGR1","SNAI1",1
"EGR1","NFATC2",0
"EGR1","PITX1",0
"NFATC1","EGR1",0
"EGR1","NFATC1",0
"EGR1","TBX2",0
"P19139","EGR1",0
"HDAC3","STAT1",0
"HDAC3","HIST1H3J",-1
"HDAC3","AKT1",0
"HDAC3","HDAC4",0
"HDAC3","MYC",-1
"MYC","HDAC3",0
"PINK1","HDAC3",0
"HDAC3","HDAC1",1
"HDAC1","HDAC3",0
"HDAC3","MAFK",-1
"CSNK2A1","HDAC3",1
"BCL3","HDAC3",1
"MAPK11","HDAC3",0
"HDAC3","E2F1",1
"HDAC3","RELA",-1
"HDAC3","HIF1A",0
"HDAC10","HDAC3",0
"HDAC3","NFE2L2",-1
"TAB2","HDAC3",0
"HDAC3","KLF6",0
"XPO1","HDAC3",0
"HDAC3","CCND1",0
"CCND1","HDAC3",1
"HDAC3","CDKN1A",0
"HDAC5","HDAC3",0
"HDAC3","SKI",0
"HDAC3","SMAD7",1
"HDAC3","PAG1",-1
"PPP4C","HDAC3",-1
"HDAC7","HDAC3",0
"HDAC3","EMD",0
"LRRK2","HDAC3",0
"BCOR","HDAC3",1
"HDAC3","HDAC9",0
"HDAC3","ATXN3",0
"HR","HDAC3",0
"HDAC3","SMYD4",0
"HDAC3","NR2C1",0
"HDAC3","PIWIL2",0
"HDAC3","PRAM1",0
"AR","RAD9A",0
"RAD9A","BCL2L1",-1
"RAD9A","CLSPN",0
"CLSPN","RAD9A",1
"CSNK2A1","RAD9A",0
"CCNA2","RAD9A",0
"RPA1","RAD9A",1
"CHEK2","RAD9A",0
"ATM","RAD9A",1
"RAD9A","ATM",1
"ABL1","RAD9A",0
"TLK1","RAD9A",1
"RAD1","RAD9A",0
"RAD9A","RAD1",0
"RAD9A","BCL2",-1
"HUS1","RAD9A",0
"RAD9A","HUS1",0
"RPA2","RAD9A",1
"ATAD5","RAD9A",0
"RAD9B","RAD9A",0
"SFN","BAD",-1
"SFN","YWHAZ",1
"YWHAZ","SFN",1
"SFN","BCL2L11",-1
"AKT1","SFN",1
"MAPK10","SFN",-1
"MAPK8","SFN",-1
"YWHAQ","SFN",1
"SFN","YWHAQ",1
"SFN","GRB10",1
"MAPK9","SFN",-1
"CDC25B","SFN",0
"ABL1","SFN",0
"SFN","FOXO3",-1
"SFN","AKT1S1",-1
"SFN","MAP3K5",-1
"MAP3K5","SFN",0
"SFN","CDKN1B",0
"SFN","FOXO4",-1
"SFN","HDAC5",-1
"SFN","MAPKAP1",0
"SFN","YWHAG",1
"YWHAG","SFN",1
"SFN","TPD52L1",0
"SFN","SNAI1",-1
"DAB2IP","SFN",-1
"SFN","MST1R",0
"MST1R","SFN",0
"MAP3K6","SFN",0
"SFN","KHSRP",-1
"PRKAR2A","SFN",0
"MARK3","SFN",0
"PLK4","SFN",0
"SFN","FOXO6",-1
"SFN","CCAR1",0
"ANPEP","SFN",0
"CAPNS1","XIAP",0
"CAPNS1","CAPN2",1
"CAPN2","CAPNS1",0
"CAPNS1","RB1",0
"IL7R","CAPNS1",0
"CAPN1","CAPNS1",0
"CDK4","CAPNS1",0
"CAPNS1","IL2RG",0
"CAPNS1","RASA1",0
"CAPNS1","CAST",0
"SP1","SMARCA1",1
"SMARCA1","CECR2",0
"AKT1","IRF3",0
"MAPK8","IRF3",1
"MAPK9","IRF3",0
"SOCS1","IRF3",0
"ISG15","IRF3",0
"IRF3","ISG15",1
"PIAS4","IRF3",-1
"MYD88","IRF3",0
"STK4","IRF3",0
"RBL1","IRF3",0
"IRF3","RBL1",0
"TLR3","IRF3",1
"IRF3","RB1",0
"IFNB1","IRF3",0
"IRF3","IFNB1",1
"IRF3","MAVS",0
"MAVS","IRF3",0
"RELA","IRF3",1
"MST1","IRF3",0
"IRF3","CCL5",1
"PRKDC","IRF3",1
"GLRX","IRF3",1
"ABL1","IRF3",0
"IRF3","CXCL10",1
"TICAM1","IRF3",1
"IRF3","CREBBP",0
"CREBBP","IRF3",0
"IRF3","XPO1",0
"IRF3","TBK1",1
"TBK1","IRF3",1
"DDX58","IRF3",1
"TLR4","IRF3",0
"PIN1","IRF3",-1
"IRF3","PIN1",0
"PRKRA","IRF3",0
"CDC37","IRF3",0
"IRF3","ZBP1",0
"ZBP1","IRF3",0
"IRF3","KRT2",0
"TANK","IRF3",0
"RIOK3","IRF3",0
"SNRNP200","IRF3",0
"TMED7","IRF3",0
"IRF3","TMEM173",0
"TMEM173","IRF3",1
"IRF3","RBCK1",0
"MAFB","IRF3",0
"IRF3","SGTA",0
"DHX58","IRF3",-1
"IRF3","TRIM21",0
"IRF3","HERC5",0
"SERPINB2","IRF3",0
"NSD3","IRF3",1
"FBXO21","IRF3",0
"ZBTB12","IRF3",0
"IFITM2","IRF3",0
"TRIM26","IRF3",0
"SMARCA5","BPTF",0
"BAZ1B","SMARCA5",0
"RSF1","SMARCA5",1
"SMARCA5","BAZ1A",0
"SMARCA5","CHRAC1",0
"FLT3LG","CSF1R",1
"FLT3LG","INSR",1
"FLT3LG","PDGFRB",1
"FLT3LG","ERBB3",1
"FLT3LG","ROR2",1
"FLT3LG","EPHB2",1
"FLT3LG","IGF1R",1
"FLT3LG","EPHA2",1
"FLT3LG","ERBB4",1
"FLT3LG","RET",1
"FLT3LG","ERBB2",1
"FLT3LG","KDR",1
"FLT3LG","ALK",1
"FLT3LG","ROR1",1
"FLT3LG","LTK",1
"FLT3LG","FGFR3",1
"FLT3LG","EPHA4",1
"FLT3LG","EPHB1",1
"FLT3LG","TYRO3",1
"FLT3LG","AXL",1
"FLT3LG","TEK",1
"FLT3LG","ROS1",1
"FLT3LG","PDGFRA",1
"FLT3LG","NTRK3",1
"FLT3LG","FLT4",1
"FLT3LG","MST1R",1
"FLT3LG","FGFR2",1
"FLT3LG","FLT1",1
"FLT3LG","RYK",1
"FLT3LG","MERTK",1
"FLT3LG","MUSK",1
"FLT3LG","EPHB3",1
"FLT3LG","EPHA7",1
"FLT3LG","PTK7",1
"FLT3LG","EPHA5",1
"FLT3LG","LMTK2",1
"FLT3LG","EPHA1",1
"FLT3LG","TIE1",1
"FLT3LG","EPHA8",1
"FLT3LG","INSRR",1
"FLT3LG","AATK",1
"FLT3LG","FGFR4",1
"FLT3LG","EPHA6",1
"FLT3LG","DDR2",1
"FLT3LG","EPHB4",1
"FLT3LG","EPHA3",1
"CSNK2A1","DVL3",0
"MARK2","DVL3",1
"DVL3","LRP6",0
"FZD5","DVL3",1
"DVL3","AXIN1",0
"DVL1","DVL3",0
"DVL3","DVL1",0
"FZD2","DVL3",1
"DVL3","FRAT1",1
"NEK2","DVL3",0
"CSNK1D","DVL3",0
"DAB2","DVL3",1
"LRRFIP2","DVL3",1
"FZD1","DVL3",1
"DVL3","FZD4",0
"FZD4","DVL3",1
"KHSRP","DVL3",-1
"RYK","DVL3",1
"DVL3","PLCB1",1
"SDC4","DVL3",1
"DVL3","PIP5K1A",1
"LRRK2","DVL3",1
"DVL3","NKD1",0
"NKD1","DVL3",-1
"DVL3","KLHL12",0
"DVL3","PRICKLE1",0
"PRICKLE1","DVL3",0
"DVL3","VANGL1",0
"MYO7A","PCDH15",1
"PCDH15","MYO7A",1
"ACTA1","MYO7A",0
"MYO7A","KEAP1",0
"PRKAR1A","MYO7A",0
"MYO7A","MYRIP",0
"MYO7A","RPE65",0
"DDIT4","YWHAZ",0
"CUL4A","DDIT4",0
"BTRC","DDIT4",0
"DDIT4","RPS6KB1",0
"DDB1","DDIT4",0
"GSK3B","DDIT4",0
"CDKN2A","CDK6",0
"CDK6","CDKN2A",0
"TP63","CDKN2A",-1
"CDKN2A","HUWE1",-1
"PSMC3","CDKN2A",1
"MAPK10","CDKN2A",0
"MYC","CDKN2A",1
"CDKN2A","MYC",-1
"CDKN2A","BCL2L1",-1
"MAPK8","CDKN2A",0
"ATR","CDKN2A",0
"CDKN2A","HDAC1",-1
"CDKN2A","E2F1",-1
"E2F1","CDKN2A",0
"CDKN2A","CDKN2A",0
"CDKN2A","CDKN2A",0
"NPM1","CDKN2A",1
"PSME3","CDKN2A",-1
"CDKN2A","CCND1",-1
"CDK4","CDKN2A",0
"CDKN2A","CDK4",-1
"CDKN2A","CTBP2",0
"TRIP12","CDKN2A",0
"SERTAD1","CDKN2A",0
"EHMT2","DNMT3B",1
"TDG","DNMT3B",0
"DNMT3B","ZHX1",0
"TNFSF14","TRAF3",0
"TNFSF14","TRAF2",0
"TNFSF14","LTBR",1
"TNFSF14","WWOX",0
"TNFSF14","TNFRSF14",1
"TNFSF14","TNFRSF6B",1
"TNFSF14","OPN4",0
"PKMYT1","STEAP3",0
"STEAP3","BNIP3L",1
"TPT1","STEAP3",0
"SETD1A","HIST1H3J",1
"SETD1A","BCL2L11",1
"SETD1A","CXXC1",0
"SETD1A","CREBBP",0
"SETD1A","RBBP5",0
"SETD1A","SPP1",0
"MBD1","PIAS1",0
"PIAS1","STAT1",0
"STAT1","PIAS1",0
"AR","PIAS1",0
"PIAS1","MYC",0
"PIAS1","SUMO1",1
"PRMT6","PIAS1",0
"SRF","PIAS1",0
"CSNK2A1","PIAS1",1
"PIAS1","PTK2",0
"PTK2","PIAS1",0
"PIAS1","SOX9",1
"PIAS1","PGR",0
"PIAS1","RELA",0
"PIAS1","PRDM1",1
"MAPKAPK2","PIAS1",1
"AXIN1","PIAS1",-1
"PIAS1","CREBBP",-1
"GSK3B","PIAS1",0
"TNF","PIAS1",0
"PIAS1","RPA2",1
"PIAS1","NR5A1",0
"PIAS1","FHL1",-1
"PRKAA1","PIAS1",1
"PIAS1","CEBPE",0
"CEBPE","PIAS1",0
"PIAS1","NR1H2",0
"PIAS1","NR2F2",0
"PIAS1","NR3C2",0
"PIAS1","SATB2",0
"PIAS1","GATA4",0
"PIAS1","DDX21",0
"ZBTB7C","PIAS1",0
"ULK1","ATG101",0
"ATG101","ATG13",1
"SIAH2","TPX2",0
"TPX2","NEDD1",0
"MAP2K5","BAD",0
"YWHAZ","BAD",-1
"BAD","YWHAZ",0
"AKT1","BAD",-1
"BAD","AKT1",0
"RPS6KA5","BAD",-1
"MAPK10","BAD",1
"CASP3","BAD",1
"BCL2L1","BAD",0
"BAD","BCL2L1",0
"MAPK8","BAD",0
"YWHAQ","BAD",-1
"PMAIP1","BAD",0
"SRF","BAD",0
"PPP5C","BAD",0
"BCL2L2","BAD",-1
"BAD","BCL2L2",-1
"MAPK9","BAD",1
"AKT2","BAD",0
"MAP2K1","BAD",-1
"CCNA2","BAD",1
"MCL1","BAD",0
"PPP3R1","BAD",1
"PAK1","BAD",-1
"HGF","BAD",0
"GZMB","BAD",1
"PPP2R5C","BAD",1
"CSF2","BAD",0
"FGF2","BAD",0
"PRKD1","BAD",-1
"BAD","CYCS",1
"RPS6","BAD",0
"IL3","BAD",0
"PRKCE","BAD",-1
"BCL2","BAD",-1
"BAD","BCL2",0
"BAK1","BAD",-1
"TNF","BAD",0
"PRKCQ","BAD",0
"MAPK1","BAD",-1
"PRKCI","BAD",-1
"YWHAB","BAD",-1
"PPM1B","BAD",0
"PIM2","BAD",-1
"B4DG79","BAD",-1
"PPP3CB","BAD",1
"YWHAG","BAD",-1
"YWHAH","BAD",-1
"ALPL","BAD",0
"PPP1CC","BAD",0
"YWHAE","BAD",-1
"PRKACB","BAD",0
"VIP","BAD",0
"GLP1R","BAD",0
"ADCYAP1","BAD",0
"TNFSF12","BAD",0
"GCG","BAD",0
"AVP","BAD",0
"BAD","WASF1",0
"PIM3","BAD",-1
"PTGER4","BAD",0
"DUOX1","BAD",0
"PAK4","BAD",1
"CASP3","BAD",1
"PPP2CB","BAD",0
"PAK6","BAD",0
"TFRC","BAD",0
"PPP3CC","BAD",1
"PAK5","BAD",0
"WDR26","BAD",0
"DIPK2A","BAD",0
"YRDC","BAD",0
"INSR","HERC2",0
"HERC2","BRCA1",0
"HERC2","CLSPN",0
"PRKDC","HERC2",1
"HERC2","RNF8",1
"HERC2","XPA",-1
"HERC2","UBE3A",0
"RELA","CXCL8",1
"NFE2L2","CXCL8",0
"TIAL1","CXCL8",0
"CXCL8","GNAI2",0
"CXCL8","SDC2",0
"MMP13","CXCL8",0
"CXCL8","CDH5",0
"PIGR","CXCL8",0
"MMP8","CXCL8",0
"CXCL8","A2M",0
"CXCL8","CXCR2",1
"CXCR2","CXCL8",0
"PF4","CXCL8",-1
"CXCL8","CXCR1",1
"KHSRP","CXCL8",0
"MMP1","CXCL8",0
"CXCL8","SDC1",0
"CXCL8","ACKR1",0
"CXCL8","TAT",0
"VEGFA","CSF1R",1
"PTPN2","CSF1R",-1
"PDGFA","CSF1R",1
"IGF2","CSF1R",1
"BDNF","CSF1R",1
"FGF3","CSF1R",1
"PAX5","CSF1R",-1
"CSF1R","SOCS1",0
"CSF1R","CBL",0
"CBL","CSF1R",-1
"FGF8","CSF1R",1
"NGF","CSF1R",1
"CSF1R","PTK2",1
"HGF","CSF1R",1
"NTF3","CSF1R",1
"FGF2","CSF1R",1
"FGF10","CSF1R",1
"INS","CSF1R",1
"RUNX1","CSF1R",1
"CSF1R","CTNND1",0
"TGFA","CSF1R",1
"CSF1R","ITGB4",1
"CSF1R","PIK3CA",1
"CSF1R","PIK3R1",0
"ANGPT1","CSF1R",1
"FGF9","CSF1R",1
"FGF7","CSF1R",1
"CSF1R","GRAP2",0
"CSF1R","PIK3R2",0
"CSF1R","INPPL1",0
"PDGFC","CSF1R",1
"CSF1R","ACLY",0
"FGF6","CSF1R",1
"ANGPT2","CSF1R",1
"FGF22","CSF1R",1
"CSF1R","RASA1",0
"FGF1","CSF1R",1
"FGF18","CSF1R",1
"CSF1R","PLCG2",1
"EFNA5","CSF1R",1
"PDGFD","CSF1R",1
"FGF17","CSF1R",1
"CSF1R","STAP2",0
"FGF16","CSF1R",1
"VEGFB","CSF1R",1
"CSF1R","INPP5D",0
"AREG","CSF1R",1
"FGF4","CSF1R",1
"ANGPT4","CSF1R",1
"EREG","CSF1R",1
"VEGFC","CSF1R",1
"VEGFD","CSF1R",1
"NTF4","CSF1R",1
"EFNA3","CSF1R",1
"EFNA1","CSF1R",1
"EFNA2","CSF1R",1
"EFNA4","CSF1R",1
"FGF21","CSF1R",1
"PGF","CSF1R",1
"IL34","CSF1R",1
"FGF23","CSF1R",1
"FGF20","CSF1R",1
"FGF19","CSF1R",1
"CSF1R","THOC5",0
"FGF5","CSF1R",1
"CTLA4","CD86",0
"CD86","CTLA4",1
"LHX3","CFL1",0
"ISG15","CFL1",0
"CFL1","ACTG1",0
"ACTG1","CFL1",0
"CFL1","ACTA1",1
"ACTA1","CFL1",0
"CFL1","LIMK1",0
"LIMK1","CFL1",0
"TES","CFL1",0
"ACTA2","CFL1",0
"PPP2R5C","CFL1",1
"PAK2","CFL1",0
"IL7R","CFL1",0
"LIMK2","CFL1",0
"YWHAH","CFL1",-1
"ATP1A1","CFL1",0
"PPP1CC","CFL1",1
"ILK","CFL1",-1
"CFL1","P60712",-1
"CFL1","TESK1",1
"TESK1","CFL1",0
"CFL1","SSH1",1
"SSH1","CFL1",1
"TESK2","CFL1",0
"SSH2","CFL1",0
"SSH3","CFL1",0
"P70336","CFL1",0
"PDXP","CFL1",0
"NRK","CFL1",0
"CFL1","CLCN5",0
"ATR","CEP164",1
"ATRIP","CEP164",0
"ATM","CEP164",1
"XPA","CEP164",1
"SDCCAG8","CEP164",0
"MAP2K6","AR",0
"MAP2K6","MAPK10",1
"MAP2K6","MAPK8",1
"MAP2K6","MAP3K4",0
"MAP3K4","MAP2K6",1
"MAPK13","MAP2K6",0
"MAP2K6","MAPK13",1
"MAP2K6","MAPK9",1
"MAP2K6","MAPK11",1
"PAK1","MAP2K6",1
"MAP2K6","RELA",0
"MAP2K6","NFE2L2",-1
"MAP2K6","CRK",1
"GADD45A","MAP2K6",0
"MAP2K6","MAPK14",1
"MAPK14","MAP2K6",0
"GADD45B","MAP2K6",1
"MAP2K6","MAP3K5",0
"MAP3K5","MAP2K6",1
"MAP3K1","MAP2K6",1
"TAOK1","MAP2K6",1
"MAP3K11","MAP2K6",1
"MAP2K6","TAOK2",0
"TAOK2","MAP2K6",1
"MAP2K6","MAP3K20",0
"MAP3K20","MAP2K6",1
"SMAD7","MAP2K6",0
"MAP2K6","SMAD7",0
"MAP3K10","MAP2K6",1
"MAP2K6","HSF4",0
"GADD45G","MAP2K6",1
"PKN1","MAP2K6",1
"MAP2K6","MAPK12",1
"MAPK12","MAP2K6",0
"MAP2K6","DCTN1",0
"TAOK3","MAP2K6",1
"MAP2K6","PAK6",1
"STAT6","THY1",1
"ITGAM","THY1",0
"PTK2","THY1",0
"THY1","ARHGAP35",-1
"ARHGAP35","THY1",-1
"ITGA5","THY1",0
"ITGB3","THY1",0
"THY1","ARHGAP5",-1
"ARHGAP5","THY1",-1
"ITGAV","THY1",0
"AKT1","SOX2",0
"SOX2","ATOH1",1
"BRCA1","SOX2",1
"SOX2","HDAC1",0
"SOX2","ATG10",0
"NOTCH1","SOX2",1
"PARP1","SOX2",0
"PRKCI","SOX2",0
"SOX2","VRK1",0
"SOX2","POU5F1",0
"SOX2","TBX2",0
"RIT1","SOX2",0
"NFE2L2","GCLM",1
"ESPL1","RAD21",0
"PLK1","ESPL1",0
"ESPL1","SMC1A",0
"MAPK1","ESPL1",-1
"ROCK2","MYL12A",1
"ROCK2","MYL9",1
"ROCK2","ROCK1",0
"PLK1","ROCK2",1
"ROCK2","MAP2K4",1
"ROCK2","PPP1R14A",0
"ROCK2","LIMK1",1
"ROCK2","BACE1",0
"ROCK2","VIM",0
"ROCK2","CAPZB",1
"ROCK2","MSN",1
"ROCK2","SH3GL2",0
"ROCK2","STAU1",0
"STAU1","ROCK2",0
"ROCK2","SLC9A1",1
"ROCK2","IRF4",1
"ROCK2","NFATC1",0
"ROCK2","ADD1",0
"ARHGAP1","ROCK2",1
"ROCK2","PPP1R12B",-1
"ROCK2","PPP1R12C",0
"ROCK2","SORL1",0
"ROCK2","MYL2",1
"ROCK2","PPP1R14B",0
"ROCK2","CNN3",0
"ROCK2","Q9DAW9",0
"ROCK2","ARHGAP19",0
"ROCK2","ANKRD1",0
"AIP","TFF1",-1
"TFF1","FCRL4",0
"TFF1","GKN2",0
"TFF1","MUC6",0
"MAP3K8","MAP2K5",1
"GHR","MAP2K5",1
"MAP2K5","PTK2",0
"PRKCZ","MAP2K5",0
"MAP2K5","MAPK7",1
"MAPK7","MAP2K5",1
"PRKCI","MAP2K5",0
"MAP2K5","MAP3K3",0
"MAP3K3","MAP2K5",1
"MAP3K20","MAP2K5",1
"MAP2K5","STAMBP",0
"RNF40","RNF20",1
"RNF20","RNF40",1
"ATM","RNF20",1
"RNF20","SMURF2",0
"TFAP2A","RNF20",0
"RNF20","ZSCAN4",0
"MBD1","STAT1",0
"ATF7IP","MBD1",0
"MPG","MBD1",1
"MBD1","SETDB1",1
"HIPK3","MBD1",0
"OASL","MBD1",0
"PPM1D","AR",0
"PPM1D","ULK1",0
"PPM1D","CHEK1",-1
"E2F1","PPM1D",1
"PPM1D","NPM1",0
"PPM1D","UNG",-1
"PPM1D","CHEK2",0
"PPM1D","ATM",-1
"PPM1D","FOXO3",0
"PPM1D","MAPK14",-1
"PPM1D","KDM1A",0
"PPM1D","DAXX",0
"PPM1D","MAPK12",-1
"PPM1D","RPL5",0
"PPM1D","SUN2",0
"INSR","MAP3K14",0
"INSR","BUB1",0
"VEGFA","INSR",1
"INSR","MAPT",0
"INSR","GAB1",1
"GAB1","INSR",1
"INSR","PTPN2",0
"PTPN2","INSR",0
"PDGFA","INSR",1
"INSR","AKT1",1
"INSR","CRKL",0
"INSR","BRCA1",0
"INSR","MAD2L1",0
"IGF2","INSR",1
"INSR","IGF2",0
"BDNF","INSR",1
"FGF3","INSR",1
"INSR","PDPK1",0
"INSR","GRB10",1
"GRB10","INSR",-1
"INSR","PLCG1",0
"SOCS1","INSR",-1
"INSR","SOCS1",0
"INSR","CBL",1
"CBL","INSR",0
"FGF8","INSR",1
"NGF","INSR",1
"INSR","CHEK1",0
"INSR","E2F1",0
"INSR","APLF",0
"INSR","GRB7",1
"GRB7","INSR",0
"INSR","EIF4EBP2",0
"INSR","PTK2",1
"PTK2","INSR",1
"INSR","BLVRA",0
"HGF","INSR",1
"INSR","STAT5A",1
"INSR","CHEK2",0
"INSR","ATM",0
"INSR","CDC25A",0
"INSR","PRKDC",0
"INSR","CRK",0
"NTF3","INSR",1
"INSR","SORBS1",1
"SORBS1","INSR",0
"FGF2","INSR",1
"INSR","MAPK7",0
"INSR","IGF1R",0
"IGF1R","INSR",0
"PRKCD","INSR",1
"FGF10","INSR",1
"INSR","CHD4",0
"PRKCE","INSR",0
"INSR","PALB2",0
"INSR","VIM",0
"INS","INSR",1
"INSR","INS",0
"INSR","JAK1",0
"TBK1","INSR",0
"TGFA","INSR",1
"INSR","IRS2",1
"INSR","ITGB4",1
"INSR","CDKN1B",0
"INSR","PIK3CA",1
"TNF","INSR",-1
"INSR","MSH5",0
"INSR","FANCD2",0
"INSR","JAK2",0
"INSR","HIST2H2AC",0
"SH2B2","INSR",-1
"INSR","SH2B2",1
"INSR","PIK3R1",0
"INSR","RPA2",0
"MAPK1","INSR",0
"INSR","DCLRE1C",0
"INSR","YWHAB",0
"ANGPT1","INSR",1
"PTPRB","INSR",-1
"INSR","FRS2",1
"FGF9","INSR",1
"AHSG","INSR",0
"INSR","AHSG",0
"FGF7","INSR",1
"INSR","PHB",0
"INSR","ADRB2",0
"INSR","CEACAM1",0
"MAPKAP1","INSR",0
"PTPRE","INSR",0
"INSR","KHDRBS1",1
"PRKAA2","INSR",1
"INSR","VAV1",1
"VAV1","INSR",1
"PDGFC","INSR",1
"INSR","CCDC88A",0
"INSR","VAV3",1
"INSR","PIK3R3",0
"FGF6","INSR",1
"ANGPT2","INSR",1
"DUSP3","INSR",0
"FGF22","INSR",1
"INSR","PTPRC",0
"INSR","DOK1",1
"INSR","CSK",0
"CSK","INSR",0
"INSR","RASA1",1
"RASA1","INSR",1
"FGF1","INSR",1
"FGF18","INSR",1
"INSR","ANXA2",0
"EFNA5","INSR",1
"PDGFD","INSR",1
"FGF17","INSR",1
"FGF16","INSR",1
"VEGFB","INSR",1
"SOCS2","INSR",-1
"INSR","SOCS2",0
"INSR","SH2B1",0
"AREG","INSR",1
"FGF4","INSR",1
"ANGPT4","INSR",1
"EREG","INSR",1
"INSR","ARF1",0
"ARF1","INSR",0
"VEGFC","INSR",1
"VEGFD","INSR",1
"NTF4","INSR",1
"PTPRA","INSR",1
"PTPRJ","INSR",-1
"INSR","AGAP2",0
"EFNA3","INSR",1
"INSR","PTPN12",0
"PTPN12","INSR",-1
"INSR","DAPP1",0
"EFNA1","INSR",1
"EFNA2","INSR",1
"EFNA4","INSR",1
"FGF21","INSR",1
"INSR","ARHGAP5",0
"PGF","INSR",1
"INSR","ACP1",0
"ACP1","INSR",0
"INSR","ENPP1",0
"ENPP1","INSR",-1
"INSR","OCLN",0
"FGF23","INSR",1
"INSR","DOK4",0
"INSR","DOK5",0
"INSR","INSRR",0
"PTPRH","INSR",-1
"INSR","SYNCRIP",0
"PTPN9","INSR",-1
"INSR","SOCS6",0
"FGF20","INSR",1
"FGF19","INSR",1
"PTPRG","INSR",0
"FGF5","INSR",1
"INSR","Q60770",0
"INSR","FH",0
"P04409","INSR",0
"INSR","P81122",0
"INSR","P0DP29",0
"INSR","O35718",0
"INSR","P04274",0
"INSR","Q00194",0
"INSR","P16573",0
"INSR","DCK",0
"INSR","RMDN3",0
"P05696","INSR",0
"INSR","FABP4",0
"INSR","POLE",0
"INSR","MARCH1",0
"INSR","SNX2",0
"INSR","SNX1",0
"SOCS7","INSR",-1
"INSR","SNX4",0
"INSR","SNX6",0
"INSR","KRT27",0
"POLQ","RAD51",0
"PPP2R5A","GNL3",0
"CASP3","EIF2S1",1
"EIF2AK1","EIF2S1",0
"MCL1","EIF2S1",0
"IL24","EIF2S1",0
"RHEB","EIF2S1",0
"PRKCD","EIF2S1",0
"EIF2S1","EIF2S2",0
"INS","EIF2S1",0
"EIF2AK4","EIF2S1",0
"EIF2S1","EIF2AK2",0
"EIF2AK2","EIF2S1",0
"ERBB2","EIF2S1",0
"ATG13","EIF2S1",0
"PPP1R15A","EIF2S1",0
"DYRK1A","EIF2S1",-1
"EIF1AX","EIF2S1",1
"PPP1CC","EIF2S1",0
"PROKR1","EIF2S1",-1
"NPY4R","EIF2S1",1
"EIF5","EIF2S1",0
"MELK","EIF2S1",0
"EIF2S1","EIF2B1",0
"EIF2B1","EIF2S1",1
"LPA","EIF2S1",0
"EIF2S1","SYVN1",0
"THAP12","EIF2S1",0
"HYOU1","EIF2S1",0
"PRDM2","HIST1H3J",-1
"PRDM2","HIST3H3",0
"RB1","PRDM2",0
"CARD8","CARD16",0
"CASP9","CARD8",0
"CARD8","CASP9",-1
"CARD8","APAF1",-1
"CARD18","CARD8",-1
"CARD8","IKBKG",0
"NLRP3","CARD8",0
"NLRP2","CARD8",0
"CARD6","CARD8",0
"FHL2","CARD8",0
"CARD17","CARD8",-1
"DUSP1","AR",0
"DUSP1","MAPK10",-1
"MAPK10","DUSP1",0
"DUSP1","MAPK8",0
"MAPK8","DUSP1",1
"DUSP1","FANCI",-1
"SKP2","DUSP1",1
"DUSP1","MAPK9",-1
"MAPK9","DUSP1",0
"DUSP1","MAPK11",-1
"MAPK11","DUSP1",0
"DUSP1","FOXO3",0
"TIAL1","DUSP1",0
"DUSP1","MAPK14",0
"MAPK14","DUSP1",1
"MAPK1","DUSP1",0
"DUSP1","MAPK1",0
"PRKAA2","DUSP1",0
"ILF3","DUSP1",1
"DUSP1","MAPK12",-1
"MAPK12","DUSP1",0
"AOC3","DUSP1",0
"STAT1","HSF1",0
"STAT1","MTOR",0
"MTOR","STAT1",0
"PTPN2","STAT1",0
"STAT1","MDC1",1
"AKT1","STAT1",0
"RPS6KA5","STAT1",0
"PDGFRB","STAT1",1
"STAT1","MYC",0
"SUMO1","STAT1",0
"BRCA1","STAT1",0
"STAT1","BRCA1",0
"MAPK8","STAT1",1
"SGK1","STAT1",0
"SRF","STAT1",0
"HDAC1","STAT1",0
"NMI","STAT1",1
"STAT6","STAT1",-1
"MAPK9","STAT1",1
"STAT1","SOCS1",0
"ISG15","STAT1",0
"STAT1","ISG15",1
"PIAS4","STAT1",0
"IRF1","STAT1",0
"STAT1","IRF1",1
"PTK2","STAT1",1
"LIF","STAT1",1
"TLR3","STAT1",0
"PPP3R1","STAT1",0
"STAT1","DOT1L",0
"IFNB1","STAT1",1
"LPL","STAT1",0
"DDB1","STAT1",0
"MAVS","STAT1",0
"STAT1","STAT5A",0
"STAT5A","STAT1",0
"STAT1","RELA",-1
"RELA","STAT1",0
"STAT1","HIF1A",-1
"ATM","STAT1",0
"STAT1","TNFRSF1A",0
"PRKDC","STAT1",0
"EIF2A","STAT1",0
"ABL1","STAT1",1
"IFNGR1","STAT1",1
"STAT1","IFNGR1",0
"JAK3","STAT1",1
"STAT1","FAS",1
"STAT1","IRGC",1
"SERPINE1","STAT1",0
"STAT1","PRKCD",0
"PRKCD","STAT1",1
"STAT1","FOXO3",0
