"source_genesymbol","target_genesymbol","interact","weight"
"DEFA1B","SERPINF2",0,0.13984
"KLK13","SERPINF2",0,-0.25754
"CTRB1","SERPINF2",0,0.12336
"SERPINF2","CFD",0,0.39442
"CIDEC","CIDEA",0,0.82059
"PRSS2","SLPI",0,0.10216
"DEFA3","DEFA1B",0,0.8803
"C8B","C8A",0,0.50299
"GP2","AMY2A",0,0.748
"MRAP2","MRAP",0,0.03684
"DNM1","AOC1",0,-0.07898
"DNM1","AMPH",0,0.56621
"GRIN2B","CAMK2N1",0,-0.21654
"AGTR1","PTGFR",0,0.3477
"ANXA1","DAB1",0,-0.24655
"CHGA","SCG3",0,-0.00762
"SYT1","SV2B",0,-0.13805
"RYR1","CACNA1S",0,0.28544
"RYR1","S100A1",0,0.53061
"RYR1","TRDN",0,0.30777
"CNR1","PPP1R1B",0,-0.17201
"MET","CNR1",0,-0.33541
"HCRTR1","CNR1",0,0.51457
"SHH","HHIP",1,0.06484
"HHIP","SHH",0,0.06484
"SHH","PTCH2",0,-0.00059
"GAS1","SHH",0,-0.04876
"SHH","CP",-1,-0.04812
"TGFA","ELANE",0,-0.31249
"ELANE","TFPI",0,0.54599
"SERPINA1","ELANE",0,-0.18114
"SERPINA3","ELANE",0,0.4283
"SLPI","ELANE",-1,-0.00614
"GLI1","HHIP",1,0.69614
"GLI1","ZIC2",0,0.51899
"UHRF1","TOP2A",1,0.72641
"IGF1","FOXG1",0,0.29834
"HSPB6","PPP1R1B",-1,-0.2308
"GRIA1","PPP1R1B",0,-0.23951
"KRT1","PPP1R1B",0,-0.13031
"MET","HGF",-1,-0.45919
"TGFA","MET",1,0.7269
"DCN","MET",0,-0.45198
"EREG","MET",1,0.34822
"FGF20","MET",1,0.29892
"FGF19","MET",1,0.07618
"MET","HGFAC",0,-0.2726
"COL1A1","FN1",0,0.4361
"COL1A1","ITGA2",1,0.33047
"COL1A1","TMPRSS6",0,0.25205
"IGF1","ROS1",1,0.06485
"IGF1","PDGFRA",1,0.69558
"IGF1","MUSK",1,0.28694
"IGF1","EPHA7",1,0.00658
"IGF1","INSRR",1,0.36222
"HGF","TIAM1",0,-0.37782
"E2F1","CDT1",1,0.91671
"CCNA1","CDT1",0,0.23583
"FN1","MMP9",1,0.39573
"FN1","DCN",0,-0.25446
"FGG","FN1",-1,-0.09266
"CRP","FN1",0,-0.14312
"FN1","TAC1",0,-0.11683
"FN1","SDC4",1,0.59811
"FN1","COL13A1",0,0.13759
"FBLN1","FN1",-1,-0.22299
"FN1","TMPRSS6",0,0.6284
"FN1","SCGB1A1",0,-0.06758
"FN1","ADAMTS4",-1,-0.12842
"LRG1","FN1",0,0.52734
"GPR37","SLC6A3",0,-0.14987
"ZBTB16","RUNX1T1",0,0.46048
"TIMP1","ZBTB16",0,-0.27065
"ZBTB16","RNF112",0,0.45459
"MMP9","LGALS3",0,0.33453
"MMP9","CXCL5",1,0.2865
"MMP9","KISS1",0,0.02354
"MMP9","LCN2",0,0.24057
"PRSS2","MMP9",0,0.02451
"SLC4A1","ACTC1",0,0.15263
"CTSH","SFTPB",1,0.25674
"E2F1","CDKN2A",0,0.30347
"CDKN2A","CDKN2A",0,1
"CDKN2A","CDKN2A",0,1
"ACTN2","ACTN3",0,0.59473
"ADAM12","ACTN2",0,0.21757
"TTN","ACTN2",0,0.94197
"FXYD1","PMAIP1",0,-0.33633
"PROC","PROS1",0,0.28215
"PROS1","PROC",1,0.28215
"F10","PROS1",0,-0.40211
"TIMP1","MMP3",0,-0.02359
"VIL1","ACTA1",0,-0.03398
"ITGA2","ACTA1",0,-0.04125
"TTN","ACTA1",0,0.80642
"S100A1","ACTA1",0,-0.04713
"SPRR1A","ACTA1",0,0.05037
"E2F1","CDKN2A",0,0.30347
"CCNA1","E2F1",1,0.18693
"E2F1","CCNA1",1,0.18693
"GH1","GHR",1,0.04906
"MMP7","LGALS3",0,0.3646
"KLK2","SERPINA3",0,0.33836
"KLK2","SERPINA5",0,0.32255
"GJB3","GJB2",0,0.15809
"HGF","PDGFRA",1,0.71193
"HGF","SDC1",0,-0.43104
"HGF","MUSK",1,0.30151
"HGF","EPHA7",1,0.01492
"HGF","INSRR",1,0.45263
"HGF","LCN2",0,-0.19544
"HGFAC","HGF",1,0.47707
"CSF2","PRG2",0,-0.05993
"SORBS1","TENM1",0,-0.27394
"CP","MPO",0,0.35001
"KRT1","MPO",1,0.17988
"HLA-DQA2","CTSS",0,0.63624
"HLA-DQB2","CTSS",0,0.38382
"CTSS","CST5",0,0.2705
"FGF10","PDGFRA",1,0.70015
"FGF10","MUSK",1,0.37159
"FGF10","EPHA7",1,0.01478
"FGF10","INSRR",1,0.43148
"DES","S100A1",0,-0.20633
"TGFA","ALK",1,0.03536
"TGFA","ROS1",1,0.10052
"TGFA","EPHB3",1,0.50598
"CDH2","GRIK1",0,-0.21898
"CDH2","CDH4",0,0.09748
"CDH4","CDH2",0,0.09748
"PRRT2","CYP3A4",0,0.37798
"GATA4","NKX2-5",0,0.16831
"NKX2-5","GATA4",0,0.16831
"NKX2-5","TBX5",0,0.18125
"IHH","HHIP",1,0.07578
"HHIP","IHH",0,0.07578
"MDK","ALK",1,0.03449
"ALK","MDK",0,0.03449
"EREG","ALK",1,0.00713
"ALK","SRCIN1",0,0.01122
"FGF20","ALK",1,0.00448
"PGLYRP1","TREM1",0,-0.08426
"DCN","PLA2G2A",0,0.34441
"CCL21","ACKR2",1,0.55057
"FGF7","PDGFRA",1,0.75222
"FGF7","MUSK",1,0.32379
"FGF7","EPHA7",1,0.01294
"FGF7","INSRR",1,0.4647
"SFTPA1","SFTPA2",1,0.96249
"FGG","ITGA2B",0,0.22214
"FGA","ITGA2B",0,0.17542
"FGB","ITGA2B",0,0.17451
"MMP13","CCL7",0,0.1262
"PTX3","ITIH4",0,0.17869
"MMP8","TFPI",1,0.33249
"FGA","FGG",0,0.96211
"FGG","FGB",0,0.93943
"EREG","ROS1",1,0.04133
"WIF1","WNT11",-1,-0.02214
"MUSK","WNT11",1,0.25912
"WNT11","MUSK",1,0.25912
"CCL22","DPP4",0,0.37383
"DPP4","CCL22",0,0.37383
"GPC3","DPP4",-1,-0.46404
"FGF17","PDGFRA",1,0.46181
"FGF23","PDGFRA",1,0.08027
"CRP","FCN2",0,0.19004
"CRP","APCS",0,0.64398
"VIP","VIPR2",1,0.10718
"ACKR2","CCL13",0,-0.22625
"CCL14","ACKR2",0,0.51791
"CCL7","ACKR2",0,-0.24479
"WIF1","WNT7A",-1,-0.00239
"CCL13","CCR3",1,0.14093
"CCL17","CCR8",1,0.44536
"PAK3","GRIA1",0,0.44861
"IHH","PTCH2",0,0.03635
"MSX1","PAX9",0,-0.16035
"SPP1","CCR8",0,0.16097
"CCL18","CCR8",1,0.3428
"MMP3","CCL7",0,-0.02157
"CCL7","CCR3",1,0.07776
"CCL18","CCR3",1,0.18718
"HBB","HBA1",0,0.98828
"HBG2","HBA1",0,0.40615
"FGF17","MUSK",1,0.13306
"FGF17","EPHA7",1,0.05102
"FGF17","INSRR",1,0.31876
"MMP1","CCL7",0,0.08042
"MMP1","ITGA2",0,0.14547
"MMP7","MMP1",1,0.07272
"PKDCC","MMP1",0,-0.03392
"MMP1","SERPINA3",0,-0.07028
"MDK","SDC1",0,0.38879
"MDK","SDC4",0,0.65376
"BMP10","BMPR1B",0,0.18263
"BMPR1B","RASD2",0,-0.37017
"EEF1A2","LRRK2",0,0.11697
"SLIT1","SDC1",1,0.09
"EREG","EPHB3",1,0.22683
"PTH","PTH1R",1,0.00945
"VIP","VIPR1",1,0.51961
"CALCA","CALCA",0,1
"KISS1","KISS1R",1,0.16297
"MMP16","KISS1",0,0.06185
"GABBR2","GABBR1",0,-0.40484
"DAB1","RELN",0,0.43015
"RELN","DAB1",1,0.43015
"FGA","FGB",0,0.94374
"FGA","SERPINA5",0,0.06204
"FGA","SERPINF2",0,0.11254
"AMPH","GRIA1",0,0.37315
"C1QL1","GRIA1",0,-0.19471
"DCX","NFASC",0,0.24296
"PLAU","SERPINB2",0,0.35554
"FGF23","MUSK",1,0.04847
"ASCL1","EPHB3",0,-0.02774
"FGF20","EPHB3",1,0.27739
"FGF19","EPHB3",1,0.28456
"ADAM12","SDC4",1,0.12632
"SDC4","ADAM12",0,0.12632
"FGF23","EPHA7",1,0.0076
"FGF19","EPHA7",1,0.21911
"SPP1","ACP5",0,0.3686
"PCSK1","REN",0,-0.1537
"PLAU","SLURP1",0,-0.10145
"PLAU","SERPINA5",0,-0.18125
"SLC4A1","RHAG",0,0.28336
"GYPA","SLC4A1",1,0.68127
"SLC4A1","GYPA",1,0.68127
"LRP4","SOST",0,-0.08146
"FGF23","INSRR",1,0.05159
"FGF23","PHEX",-1,-0.02817
"CP","PROC",0,-0.12063
"HBB","HBG2",0,0.41912
"INSRR","KRT27",0,-0.17747
"ROBO3","NELL2",0,-0.35804
"TTN","MYBPC3",0,0.1523
"FGB","FBLN1",0,0.0925
"FGB","SERPINA5",0,0.06066
"PEX5L","HCN4",0,-0.09418
"SERPINA1","MMP7",0,0.23939
"MMP11","SERPINA1",0,0.30635
"SERPINA1","KLK5",0,0.07792
"SERPINA1","PRSS2",0,0.2455
"SERPINA1","CTRB1",0,-0.15013
"APOC2","APOE",0,0.3239
"PCSK1","PCSK1N",0,-0.10049
"SERPINA5","PROC",-1,-0.14354
"DSC2","DSC3",0,0.65445
"DSC3","DSC2",0,0.65445
"DSC1","DSC3",0,-0.00389
"DSC3","DSC1",0,-0.00389
"F10","GAD2",0,0.18579
"F10","SERPINA10",0,0.30102
"ICAM4","RHAG",0,-0.16039
"DSG1","DSC2",0,-0.08687
"DSC2","DSG1",0,-0.08687
"DSC2","DSC1",0,-0.11355
"DSC1","DSC2",0,-0.11355
"DSC2","PKP2",0,0.50114
"PKP2","DSC2",0,0.50114
"DSG1","PKP2",0,-0.07635
"PKP2","DSG1",0,-0.07635
"DSG1","KLK5",0,-0.01677
"DSC1","PKP2",0,-0.07118
"PKP2","DSC1",0,-0.07118
"FBLN1","ECM1",0,-0.12723
"MUC2","AGR2",0,-0.11504
"MYL2","MYOC",0,0.07159
"PLA2G10","PLA2R1",0,-0.19324
"LAMB3","LAMC2",0,0.69537
"LAMC2","LAMB3",0,0.69537
"SPINT1","HGFAC",0,-0.25101
"F11","SERPINF2",0,0.22292
"DPP10","KCND3",0,-0.15013
"KCNIP2","KCND3",0,0.39315
"TTN","ANKRD1",0,0.57626
"TTN","MYBPC1",0,0.97482
"C1R","C1S",0,0.96135
"SLN","ATP2A1",0,0.81572
"TSSK2","TSKS",0,0.28955
"SERPINA3","CTRB1",0,0.13102
"NPC2","NEGR1",0,-0.44496
"MUC3A","TFF3",0,0.14311
"SERPINF2","DEFA1B",0,0.13984
"SERPINF2","KLK13",0,-0.25754
"SERPINF2","CTRB1",0,0.12336
"CFD","SERPINF2",0,0.39442
"CIDEA","CIDEC",0,0.82059
"SLPI","PRSS2",0,0.10216
"DEFA1B","DEFA3",0,0.8803
"C8A","C8B",0,0.50299
"AMY2A","GP2",0,0.748
"MRAP","MRAP2",0,0.03684
"HES6","E2F1",1,0.44248
"E2F1","ETV4",1,0.49661
"E2F1","TNFSF11",1,0.16919
"E2F1","CCND1",1,0.57788
"E2F1","ASF1B",1,0.83389
"E2F1","CDT1",1,0.91671
"E2F1","UHRF1",1,0.70361
"E2F1","CDKN2A",1,0.30347
"E2F1","CDKN2A",1,0.30347
"E2F1","MEIS1",0,-0.42904
"E2F1","CDC45",1,0.74639
"E2F1","TOP2A",1,0.39022
"E2F1","NELL2",0,0.15902
"ETV4","SYN2",0,-0.36438
"ETV4","MMP7",1,0.1502
"TBX5","FGF10",1,0.35235
"TBX5","NPPA",1,0.236
"TP63","SFN",0,0.48639
"NKX2-5","GATA4",1,0.16831
"GATA4","NPPA",1,0.09835
"IGF1","MMP13",-1,-0.05143
