"source_genesymbol","target_genesymbol","interact","weight"
"AURKB","CENPA",1,0.78983
"CENPA","HJURP",0,0.86625
"CDT1","DTL",0,0.64089
"E2F1","DTL",1,0.66546
"E2F1","CDT1",1,0.80099
"EGF","NOS1",0,0.04343
"EGF","PDGFRB",1,0.22964
"EGF","PGR",0,0.37168
"EGF","NR4A1",0,0.4749
"EGF","ERBB4",1,0.53584
"EGF","KDR",1,0.40046
"EGF","TYRO3",1,0.36006
"EGF","TEK",1,0.71486
"EGF","ROS1",1,0.39618
"EGF","PDGFRA",1,0.20006
"EGF","NTRK3",1,0.26188
"EGF","FLT4",1,0.26873
"EGF","PITX1",0,-0.07072
"EGF","SPTBN2",0,0.56418
"EGF","EPHB3",1,0.47639
"EGF","TIE1",1,0.57359
"EGF","INSRR",1,0.38448
"EGF","CA9",0,-0.08322
"EGF","KRT13",0,-0.02291
"EGF","CA10",0,0.4559
"EGF","AHNAK2",0,-0.27768
"EGF","RDH12",0,0.36547
"VCAN","SELP",0,-0.24948
"CAMK2A","NOS1",0,0.04848
"NOS1","DLGAP2",0,0.03948
"NOS1","RASD1",1,0.00681
"MMP9","CXCL6",0,0.13202
"MMP9","CXCL5",1,0.05027
"MMP9","COL4A6",0,-0.10515
"MMP9","LCN2",0,0.10394
"PRSS2","MMP9",0,-0.0306
"WNT5A","FZD1",1,0.39971
"FZD1","WNT5A",0,0.39971
"TLR7","LRRK2",0,0.01212
"TRIM63","MYOZ1",0,0.0689
"TNNC1","TRIM63",0,-0.02716
"E2F1","CDKN2A",0,0.1695
"CDKN2A","CDKN2A",0,1
"CDKN2A","CDKN2A",0,1
"TTK","BUB1",0,0.91112
"C3","ITGB2",1,0.5363
"KNG1","ITGB2",0,-0.19758
"ITGB2","ITGAX",0,0.82093
"ITGB2","ITGAD",0,0.63052
"PRKCG","PPP1R14A",0,-0.10829
"PRKCG","TBXA2R",-1,-0.1234
"PRKCG","KCNC4",0,-0.08613
"PRKCG","GRM5",0,0.08967
"PRKCG","GJA3",0,-0.08013
"PRKCG","GABRA4",0,-0.07303
"GATA3","NEUROD1",0,0.03304
"PITX1","NEUROD1",0,-0.01032
"NTF3","PDGFRB",1,0.73345
"FGF10","PDGFRB",1,0.45824
"PDGFRB","KDR",0,0.57495
"ANGPT1","PDGFRB",1,0.41674
"FGF9","PDGFRB",1,0.18522
"FGF7","PDGFRB",1,0.58249
"PDGFRB","PDGFRA",1,0.75051
"PDGFRA","PDGFRB",1,0.75051
"FGF1","PDGFRB",1,0.49731
"FGF5","PDGFRB",1,0.24034
"GATA3","FGF10",1,0.17708
"AURKB","KIF4A",0,0.77026
"AURKB","HIST1H1E",0,0.04704
"AURKB","NCAPH",1,0.7815
"AURKB","MYL2",0,0.01618
"AURKB","SKA3",0,0.80668
"KIF20A","AURKB",1,0.74684
"AURKB","KIF20A",0,0.74684
"AURKB","MKI67",0,0.74696
"CAMK2A","PPP1R14A",0,0.31128
"CAMK2A","ALOX5",0,-0.32849
"NCAPH","CAMK2A",0,-0.13388
"CAMK2A","HRH1",-1,-0.31676
"CAMK2A","PLN",0,0.37918
"CAMK2A","CDK5R2",0,-0.08157
"CAMK2A","CAMK2N2",0,-0.08112
"CNN1","ACTA1",0,0.14122
"GC","ACTA1",0,-0.00552
"DNASE1","ACTA1",0,0.07472
"E2F1","CDKN2A",0,0.1695
"GH1","GHR",1,0.16306
"GHR","SOCS2",0,0.52233
"NR4A2","CDKN1C",0,0.19838
"PLN","PPP1R3A",0,0.142
"LPL","GPIHBP1",0,0.5881
"APOC2","LPL",1,0.08567
"LPL","APOC2",1,0.08567
"FGF7","PGR",0,0.45728
"TYRP1","TYR",-1,-0.01432
"NR4A1","RXRG",0,0.32195
"RXRG","NR4A1",0,0.32195
"NTF3","ERBB4",1,0.38133
"NTF3","KDR",1,0.39044
"NTF3","ALK",1,0.01371
"NTF3","TYRO3",1,0.39795
"NTF3","TEK",1,0.60273
"NTF3","ROS1",1,0.31437
"NTF3","PDGFRA",1,0.62486
"NTF3","NTRK3",1,0.65488
"NTRK3","NTF3",0,0.65488
"NTF3","FLT4",1,0.52065
"NTF3","EPHB3",1,0.34437
"NTF3","TIE1",1,0.65385
"NTF3","INSRR",1,0.36795
"KNG1","CTSS",0,-0.19598
"NR0B1","NR1I3",0,-0.03715
"FGF10","ERBB4",1,0.36182
"FGF10","KDR",1,0.29011
"FGF9","FGF10",1,0.54379
"FGF10","TYRO3",1,0.20064
"FGF10","TEK",1,0.50553
"FGF10","ROS1",1,0.31451
"FGF10","PDGFRA",1,0.59866
"FGF10","NTRK3",1,0.37016
"FGF10","FLT4",1,0.29966
"FGF10","EPHB3",1,0.26347
"FGF10","TIE1",1,0.44256
"FGF10","INSRR",1,0.28981
"ANGPT1","ERBB4",1,0.59601
"FGF9","ERBB4",1,0.37707
"DCN","ERBB4",0,0.42228
"FGF7","ERBB4",1,0.28051
"FGF1","ERBB4",1,0.43527
"ERBB4","EREG",0,-0.11797
"EPGN","ERBB4",1,0.11348
"FGF5","ERBB4",1,0.17771
"KNG1","BDKRB2",1,0.28576
"BDKRB2","GNA14",1,0.27258
"TYROBP","TREM1",0,0.07283
"SEMA6D","TYROBP",0,-0.20678
"TYROBP","TREM2",0,0.91897
"TYROBP","CLEC5A",0,0.44899
"ANGPT1","KDR",1,0.55593
"FGF9","KDR",1,0.30516
"FGF7","KDR",1,0.26663
"FLT4","KDR",0,0.54554
"KDR","FLT4",0,0.54554
"FGF1","KDR",1,0.50963
"KDR","PLCG2",0,0.18261
"FGF5","KDR",1,0.29723
"ANGPT1","TYRO3",1,0.32195
"TEK","ANGPT1",0,0.60156
"ANGPT1","TEK",1,0.60156
"ANGPT1","ROS1",1,0.28803
"ANGPT1","PDGFRA",1,0.38743
"ANGPT1","NTRK3",1,0.26132
"ANGPT1","FLT4",1,0.34359
"ANGPT1","EPHB3",1,0.35208
"ANGPT1","TIE1",1,0.52316
"ANGPT1","INSRR",1,0.39149
"PTPRB","ALK",0,-0.05999
"ALK","MDK",0,-0.03094
"EREG","ALK",1,0.34332
"ALK","SRCIN1",0,-0.06387
"TBXA2R","PTGIR",0,0.57176
"TBXA2R","GNA14",1,0.71654
"PTPRB","TEK",0,0.93364
"TEK","PTPRB",0,0.93364
"PTPRB","CNTN1",0,0.74552
"PGLYRP1","TREM1",0,-0.00592
"FGF9","TYRO3",1,0.24048
"FGF9","TEK",1,0.39666
"FGF9","ROS1",1,0.18702
"FGF9","PDGFRA",1,0.24635
"FGF9","NTRK3",1,0.17217
"FGF9","FLT4",1,0.27553
"FGF9","EPHB3",1,0.23838
"FGF9","TIE1",1,0.37867
"FGF9","INSRR",1,0.31386
"LMO1","TAL1",1,0.18007
"C1QA","DCN",0,-0.01907
"MYOC","FZD1",0,-0.27943
"FGF7","TYRO3",1,0.45233
"FGF7","TEK",1,0.3421
"FGF7","ROS1",1,0.17152
"FGF7","PDGFRA",1,0.53144
"FGF7","NTRK3",1,0.46668
"FGF7","FLT4",1,0.51259
"FGF7","EPHB3",1,0.17825
"FGF7","TIE1",1,0.42184
"FGF7","INSRR",1,0.35217
"RBP4","ALB",0,-0.07664
"CEACAM1","CEACAM8",0,0.40476
"NR0B2","ESRRG",1,0.35583
"DLK1","NOTCH4",0,0.098
"SELP","PTX3",0,0.12666
"PLG","PTX3",0,-0.01413
"C1QA","PTX3",0,-0.02936
"PTX3","ITIH4",0,0.14021
"LY86","CD180",0,0.77496
"IL19","IL20RA",1,0.01136
"FGF1","TYRO3",1,0.89057
"FGF5","TYRO3",1,0.31859
"FGF1","TEK",1,0.65602
"TIE1","TEK",0,0.81614
"TEK","TIE1",0,0.81614
"ANGPTL1","TEK",0,0.63945
"TEK","ANGPTL1",0,0.63945
"FGF5","TEK",1,0.28699
"FGF1","ROS1",1,0.11992
"ROS1","GRIA2",0,0.08452
"FGF5","ROS1",1,0.03971
"FGF1","PDGFRA",1,0.35995
"FGF5","PDGFRA",1,0.21657
"FGF1","NTRK3",1,0.43459
"FGF5","NTRK3",1,0.10243
"PTPRO","NTRK3",0,0.36219
"FGF1","FLT4",1,0.68496
"FGF5","FLT4",1,0.22415
"FGF1","EPHB3",1,0.162
"FGF1","TIE1",1,0.46517
"FGF1","INSRR",1,0.83799
"VIP","VIPR2",1,0.11124
"SCNN1B","CNTN1",0,0.62675
"ADCY2","ADCY1",0,-0.21833
"ADCY1","CD300LF",0,-0.18296
"RBP4","TTR",0,-0.06571
"FCGR3A","FCGR1A",0,0.87181
"HRG","FCGR1A",0,-0.17288
"HBB","HBA1",0,0.98955
"BMPR1B","GDF5",0,-0.13888
"BMPR1B","TNNT1",0,-0.00347
"C3","CR2",0,-0.03171
"EEF1A2","LRRK2",0,0.14882
"SSTR2","GNA14",1,0.4976
"RSPO1","LGR5",0,-6e-04
"CCKAR","CCKBR",0,-0.0348
"HCRTR1","GNA14",1,0.47788
"UCN2","PLN",0,0.06434
"VIP","SCTR",0,0.3605
"VIP","AVPR1A",0,0.13394
"CALCA","RAMP3",0,0.25444
"CALCA","CALCA",0,1
"TACR3","GNA14",1,0.4925
"NMU","NMUR2",1,0.00597
"C3","ITGAX",1,0.46721
"C3","MASP1",0,-0.01911
"CALCA","RAMP3",0,0.25444
"NMUR2","GNA14",1,0.31007
"PYY","NPY2R",0,-0.01133
"HCRTR2","GNA14",1,0.27884
"CCK","CCKAR",1,0.00288
"CCKAR","GNA14",1,0.01051
"CPAMD8","SCTR",0,0.35555
"KNG1","BDKRB1",1,0.38322
"BDKRB1","GNA14",1,0.59888
"TACR1","GNA14",1,0.18358
"KRT1","KNG1",1,0.00734
"PLG","KNG1",0,0.44069
"KNG1","F11",0,0.94883
"ANK1","SPTBN2",0,-0.19975
"NFASC","ANK1",0,-0.20033
"SLC4A1","ANK1",0,-0.21892
"DRD1","GNA14",1,0.21457
"DRD1","RDM1",0,-0.00574
"RAPGEF4","RIMS2",0,-0.3819
"FGF5","EPHB3",1,0.00208
"CLDN3","CLDN1",0,0.02835
"CLDN1","CLDN3",0,0.02835
"ADRB1","GNA14",1,0.19168
"PCSK1","REN",0,0.21612
"FGF5","TIE1",1,0.15276
"GYPA","SLC4A1",1,0.36855
"SLC4A1","GYPA",1,0.36855
"CHRM3","GNA14",1,0.53642
"PTGER1","GNA14",1,0.68587
"F2RL3","GNA14",1,0.44591
"OXGR1","GNA14",1,0.41152
"S1PR3","GNA14",1,0.73453
"PCSK9","LDLR",0,0.48856
"LDLR","APOH",0,0.17864
"PLG","SERPINC1",0,0.66367
"PTGER1","PTGER3",0,0.50378
"FGF5","INSRR",1,0.38491
"INSRR","KRT27",0,-0.08217
"PTGER3","GNB3",1,0.10459
"NXPH2","NRXN1",0,0.03934
"NXPH2","NRXN1",0,0.03934
"C1QA","ADIPOQ",0,-0.00376
"GNB3","GNG8",0,0.54507
"LRRC4","NTNG1",1,0.36655
"DCC","TRIM9",0,-0.1204
"PLG","HRG",0,0.5267
"PLG","PLAT",1,0.13362
"PLAT","PLG",1,0.13362
"PLG","CLEC3B",0,0.34042
"PLG","APOH",0,0.75471
"PLG","C7",0,0.41432
"DSG1","KLK5",0,-0.00469
"SEMA6D","TREM2",0,-0.20473
"C1QA","C1QB",0,0.96719
"C1QB","DEFA1B",0,0.00353
"C1QB","C1QC",0,0.98152
"C1QA","C1QC",0,0.93584
"F12","APOH",0,-0.07164
"MYL2","MYOC",0,0.04853
"OLFM3","MYOC",0,0.23883
"RBP4","STRA6",0,-0.11929
"MYLK3","MYL2",1,0.05997
"HRC","TRDN",0,0.22356
"SLC12A3","SLC12A1",0,0.35683
"CASQ2","TRDN",0,0.21535
"DAZL","DAZ1",0,0.01038
"HOXB1","PKNOX2",0,0.13173
"LDB2","LHX9",0,0.10298
"MSLN","MUC16",0,-0.00174
"FBP2","FBP1",0,0.08064
"FBP1","FBP2",0,0.08064
"SPTB","CSRP3",0,0.17635
"GABRR1","P2RX2",0,0.16721
"PAPPA2","IGFBP5",1,0.14074
"KCNJ6","KCNJ9",0,0.06228
"SLPI","PRSS2",0,-0.03432
"DEFA1B","DEFA3",0,0.79149
"CLDN16","CLDN19",0,0.60001
"AMY2A","GP2",0,0.38131
"PSCA","CHRNA4",0,-0.01351
"CLPS","LIPF",0,0.52528
"CLPS","PNLIP",0,0.99303
"SCUBE1","SCUBE3",0,0.55799
"PRSS2","BPI",0,0.10772
"CLPS","PNLIPRP2",0,0.98772
"GATA3","TEK",1,0.36586
"GATA3","SST",0,-0.02589
"GATA3","ERG",1,0.34068
"GATA3","IL12RB2",-1,-0.17543
"GATA3","ST8SIA6",0,0.2407
"E2F1","HIST1H2AI",1,0.06039
"E2F1","CTSV",0,-0.10495
"E2F1","BBC3",1,0.30642
"E2F1","AURKB",0,0.63847
"E2F1","BBC3",1,0.30642
"E2F1","DGKI",0,-0.01077
"E2F1","ASF1B",1,0.78201
"E2F1","CDT1",1,0.80099
"E2F1","UHRF1",1,0.62606
"E2F1","CDKN2A",1,0.1695
"E2F1","RRM2",1,0.54012
"E2F1","CDKN2A",1,0.1695
"E2F1","BIRC5",1,0.65856
"E2F1","CDC45",1,0.75622
"E2F1","MYBL2",1,0.6864
"E2F1","DTL",1,0.66546
"E2F1","NR4A1",0,-0.22549
"E2F1","TOP2A",1,0.49108
"E2F1","DCC",0,-0.07868
"E2F1","MCM10",1,0.578
"FOXA1","TTR",0,-0.00822
"TAL1","ERG",1,0.51925
"TAL1","ABCA4",0,0.10694
"FOXA1","GRHL2",0,0.52309
"MYCN","PDGFRB",0,0.23042
"GATA2","NOS3",1,0.58323
"ERG","NOS3",0,0.89005
"TBX2","CDKN2A",-1,-0.19503
"TBX2","CDKN2A",-1,-0.19503
"MYCN","NES",1,0.46349
"FOXA1","IFI27",0,0.03828
"NR0B2","PCK1",1,0.15154
"FOXA1","ZPLD1",0,-0.01915
"GATA2","IL1RL1",0,0.16319
"GATA2","WT1",1,0.20122
"ERG","MMP9",0,-0.0811
"ERG","TMPRSS2",0,0.5262
"WT1","PODXL",1,0.56343
"WT1","NPHS1",0,0.57642
"MAFA","PCSK1",1,0.23046
"MYCN","CREB5",0,-0.27695
"TFAP2B","DRD1",0,0.23781
