"source_genesymbol","target_genesymbol","interact","weight"
"CCNB1","BIRC5",0,0.74567
"BIRC5","AURKB",1,0.72457
"PLK1","BIRC5",1,0.73655
"BIRC5","CDCA8",0,0.65319
"CDCA8","BIRC5",0,0.65319
"BLM","EXO1",0,0.65503
"MYBL2","CDK1",1,0.66988
"MYBL2","CCNB1",1,0.70871
"E2F1","MYBL2",0,0.45206
"CCNA2","MYBL2",0,0.24915
"CCNE1","MYBL2",1,0.1206
"CDK1","CENPA",0,0.81997
"CENPA","AURKB",1,0.74665
"AURKB","CENPA",1,0.74665
"DIAPH3","CENPA",1,0.0856
"CENPA","HJURP",0,0.83247
"EGF","MCM2",0,0.19602
"CDC45","MCM2",0,0.74012
"MCM2","CDC45",0,0.74012
"PLK1","MCM2",0,0.78755
"MCM2","ORC1",0,0.84054
"ORC1","MCM2",0,0.84054
"CDT1","DTL",0,0.51609
"CDK1","DTL",0,0.73475
"E2F1","DTL",1,0.62827
"CDK1","CDT1",0,0.51475
"E2F1","CDT1",1,0.52707
"CCNA2","CDT1",1,0.27675
"ORC1","CDT1",0,0.60018
"EGF","ESR1",0,-0.18035
"EGF","NR4A1",0,-0.08503
"EGF","CDC25A",0,0.03847
"EGF","FOS",0,-0.09791
"EGF","PITX1",0,0.15803
"EGF","EPHA5",1,0.02796
"EGF","CA9",0,0.08538
"EGF","CDCA5",0,0.10554
"EGF","KRT13",0,-0.09152
"EGF","MISP",0,-0.013
"CCNA2","ESR1",0,-0.1941
"ESR1","CXCL12",1,0.53541
"ESR1","BIK",0,-0.18352
"ESR1","ESR2",1,0.0311
"ESR2","ESR1",0,0.0311
"PRL","ESR1",1,0.19768
"NR0B1","ESR1",-1,-0.12441
"SOCS3","CSF3R",0,0.36765
"CSF3R","SOCS3",0,0.36765
"SOCS3","IDO1",0,-0.05087
"CDK1","CCNB1",1,0.78912
"CCNB1","CDK1",0,0.78912
"CDK1","CDC25C",0,0.69345
"CDC25C","CDK1",1,0.69345
"CDK1","RACGAP1",0,0.86355
"CDK1","UHRF1",0,0.73459
"CDK1","SFN",0,0.19456
"SFN","CDK1",0,0.19456
"CDK1","TPX2",0,0.87534
"CDK1","BUB1",1,0.8377
"CDK1","PKMYT1",0,0.50844
"CDK1","MAPT",0,0.12745
"CDK1","KIF11",1,0.91279
"CDK1","RECQL4",0,0.39954
"CDK1","PLK1",1,0.84148
"CDK1","RRM2",0,0.72472
"CDK1","E2F1",1,0.50098
"E2F1","CDK1",1,0.50098
"CDK1","CCNA2",0,0.38436
"CCNA2","CDK1",0,0.38436
"CDK1","KIF4A",0,0.81672
"HGF","CDK1",0,-0.13146
"CDK1","TTK",0,0.84338
"CDK1","PRC1",1,0.81115
"CDK1","CDC25A",1,0.67915
"CDC25A","CDK1",1,0.67915
"CDK1","CHAF1B",0,0.70962
"CDK1","CCNE1",0,0.14926
"CDK1","BLM",0,0.65472
"CDK1","BUB1B",1,0.81435
"CDK1","DES",0,0.0832
"CDK1","CDCA8",0,0.82197
"CDK1","PBK",0,0.77686
"ROS1","CDK1",0,0.12677
"CDK1","ORC1",1,0.73922
"CDK1","ERCC6L",1,0.78759
"CDK1","SYN3",1,0.27086
"CDK1","CDKN3",0,0.77891
"CDK1","DEPDC1",0,0.80413
"CDK1","NCAPG",0,0.87011
"CDK1","SKA3",0,0.83061
"CDK1","KIFC1",0,0.85985
"CDK1","CDCA5",0,0.734
"CDK1","MKI67",0,0.83115
"CDK1","DLGAP5",0,0.84303
"CDK1","KIF18A",0,0.81789
"CCNB2","CDK1",0,0.82744
"CDK1","CCNB2",0,0.82744
"CDK1","FUT2",0,0.31692
"CCNB1","CDC25C",0,0.75379
"CDC25C","CCNB1",1,0.75379
"PKMYT1","CCNB1",0,0.57019
"CCNB1","PLK1",1,0.85288
"PLK1","CCNB1",1,0.85288
"E2F1","CCNB1",1,0.46679
"CCNB1","CDC25A",0,0.73885
"CDC25A","CCNB1",1,0.73885
"CCNB1","PBK",0,0.70802
"PBK","CCNB1",1,0.70802
"MMP9","EPHB2",0,0.0252
"MMP9","CXCL2",0,-0.12127
"MMP9","PPBP",0,-0.05459
"MMP9","CXCL5",1,0.0812
"MMP9","LCN2",0,0.05966
"PRSS2","MMP9",0,-0.00265
"USH1C","USH1G",0,0.01276
"PLK1","CDC25C",1,0.67982
"KIF23","RACGAP1",0,0.82405
"RACGAP1","KIF23",0,0.82405
"AURKB","RACGAP1",1,0.58036
"PLK1","RACGAP1",1,0.83382
"EME1","UHRF1",0,0.50809
"CCNA2","UHRF1",0,0.33991
"TPX2","HMMR",0,0.7608
"PLK1","HMMR",0,0.71609
"E2F1","CDKN2A",0,0.48029
"CDKN2A","CDKN2A",0,1
"CDKN2A","CDKN2A",0,1
"AURKB","KIF23",1,0.67765
"PLK1","KIF23",0,0.83121
"ACTA1","KIF23",0,-0.14162
"BUB1","MAD2L1",1,0.83085
"MAD2L1","BUB1",0,0.83085
"BUB1","PLK1",1,0.85856
"PLK1","BUB1",0,0.85856
"TTK","BUB1",0,0.86383
"BUB1","BUB1B",0,0.86326
"PKMYT1","PLK1",0,0.57227
"PITX2","LEF1",1,0.08798
"LEF1","PITX2",1,0.08798
"TTN","ACTN2",0,-0.07102
"PTGS2","MAPT",0,-0.05849
"INS","MAPT",0,-0.06013
"CAPN3","MAPT",-1,-0.12687
"PPBP","MAPT",0,0.00322
"CRP","MAPT",0,-0.12085
"GRIN2A","MAPT",0,0.082
"LCN2","MAPT",0,0.01017
"REG1A","MAPT",0,-0.01656
"C1QL1","MAPT",0,0.04982
"UBD","MAD2L1",0,0.23592
"MAD2L1","BUB1B",0,0.82325
"AURKB","KIF2C",0,0.71422
"PLK1","KIF2C",0,0.88068
"CLSPN","CDC45",0,0.61404
"PLK1","CLSPN",0,0.73193
"BUB1B","CENPE",0,0.86977
"AURKB","PLK1",0,0.69981
"AURKB","KIF4A",0,0.58861
"AURKB","DES",1,0.39167
"CDCA8","AURKB",0,0.61928
"AURKB","CDCA8",0,0.61928
"AURKB","NCAPH",1,0.71101
"AURKB","MYL2",0,-0.12582
"AURKB","SKA3",0,0.68642
"KIF20A","AURKB",1,0.60282
"AURKB","KIF20A",0,0.60282
"AURKB","SHCBP1",0,0.50757
"AURKB","CDCA5",0,0.6893
"AURKB","MKI67",0,0.54624
"AURKB","CDCA2",0,0.58097
"AURKB","ZWINT",0,0.63254
"PLK1","RRM2",0,0.72409
"PLK1","RAD51",0,0.75021
"PRC1","PLK1",0,0.7977
"PLK1","PRC1",0,0.7977
"PLK1","BUB1B",1,0.83252
"PLK1","GTSE1",1,0.83941
"PLK1","CEP55",1,0.78227
"PLK1","ERCC6L",1,0.81213
"PLK1","CENPU",0,0.59423
"PLK1","KIF20A",0,0.86124
"PLK1","ASPM",0,0.68891
"CSF3","CSF3R",1,0.2879
"TTN","ACTA1",0,0.79447
"SPRR1A","ACTA1",0,0.06487
"E2F1","CDKN2A",0,0.48029
"CCNA2","E2F1",1,0.3475
"E2F1","CCNA2",1,0.3475
"E2F1","RAD51",1,0.55132
"CCNE1","E2F1",1,0.13906
"E2F1","CCNE1",1,0.13906
"PGC","CAMP",0,-0.03423
"CXCL12","ESR2",0,0.07395
"KIF4A","PRC1",1,0.80569
"FOS","EPHB2",0,-0.13447
"HGF","EPHB1",1,0.19256
"HGF","NTRK3",1,0.3032
"HGF","EPHA5",1,0.03877
"HGF","LCN2",0,-0.05799
"HGFAC","HGF",1,0.22979
"BLM","RAD51",0,0.64599
"RAD51","RAD51AP1",0,0.73759
"TTK","BLM",0,0.67556
"TTK","BUB1B",0,0.87215
"TTK","CDCA8",1,0.86916
"TTK","RMI2",0,0.5551
"TTK","AZU1",0,-0.08134
"PBK","PRC1",1,0.71118
"CCNE1","CDC25A",1,0.1191
"CDC25A","CCNE1",1,0.1191
"KRT1","CDC25A",0,-0.14649
"CDC25A","CDKN3",0,0.66187
"NTF3","EPHB1",1,0.4019
"NTF3","NTRK3",1,0.41007
"NTRK3","NTF3",0,0.41007
"KRT1","MPO",1,0.12407
"HIST1H1B","CCNE1",0,0.07059
"SIX1","DACH1",0,-0.20072
"BUB1B","SNCG",0,0.00818
"INS","EPHB1",1,0.06628
"INS","NTRK3",1,0.05135
"INS","EPHA5",1,0.07684
"INS","TTN",0,0.15971
"TTN","CAPN3",0,0.50599
"DKK1","KREMEN2",1,0.12771
"SIX1","OTX1",1,0.19969
"STK39","SLC12A1",0,-0.06483
"STK39","SLC12A5",0,0.05738
"SFTPA1","SFTPA2",1,0.94393
"PRKAA2","TFAP2A",0,0.08646
"CXCL2","CXCR2",1,0.40677
"CXCL2","CXCR1",1,0.40476
"FGF19","ROS1",1,0.05937
"PPBP","CXCR2",1,0.14277
"PPBP","CXCR1",1,0.14487
"FGF23","NTRK3",1,0.12906
"CXCR1","CXCR2",0,0.94519
"CXCL5","CXCR2",1,0.16708
"CRP","FCN2",0,0.32289
"CXCL5","CXCR1",1,0.14304
"CAMP","FPR2",1,0.1101
"GNAZ","ADCY1",-1,-0.22922
"CXCL14","PRTN3",0,0.04917
"SPP1","CCR8",0,0.08493
"DKK2","KREMEN2",0,0.011
"HBB","HBA1",0,0.96453
"AHSP","HBA1",1,0.68237
"HBG2","HBA1",0,0.57692
"PTHLH","PTH2R",0,-0.01519
"GUCY2C","GUCA2A",0,-0.0112
"CALCA","CALCA",0,1
"NPFFR2","GNAZ",1,0.02301
"BMP7","SOSTDC1",1,0.0227
"UTS2","TH",0,-0.04588
"SAA1","FPR2",1,0.28365
"ADORA1","GNAZ",1,0.12319
"GPR35","GNAZ",1,0.34571
"F2RL3","GNAZ",1,0.10073
"ADRA2C","GNAZ",1,0.09695
"RGS20","GNAZ",0,0.0938
"NCAPH","GRIN2A",0,0.14617
"GRIN2A","RASGRF1",0,0.01124
"CHRM2","GNAO1",1,0.47169
"CHRM5","GNAO1",1,0.52239
"GPR17","GNAO1",1,0.38267
"GRM6","GNAO1",0,0.00979
"NCAPH","NCAPG",0,0.81966
"CAPG","NCAPH",0,0.35892
"MELK","HIST1H1B",0,0.32076
"ADAMTS13","VWF",0,-0.33555
"ORC1","TRIP13",0,0.66355
"OMG","LINGO1",1,0.00522
"PDX1","MAFA",0,-0.00454
"SLC4A1","RHAG",0,0.88531
"GYPA","SLC4A1",1,0.99026
"SLC4A1","GYPA",1,0.99026
"ALPI","HIST1H2AI",0,-0.01461
"FGF23","PHEX",-1,-0.03478
"HBB","HBG2",0,0.55356
"COL2A1","MAG",0,-0.00924
"COL2A1","COMP",0,-0.00376
"CDKN3","MS4A3",0,-0.12327
"TTN","MYBPC3",0,0.07328
"CDH13","ADIPOQ",0,0.0448
"COL9A1","MAG",0,-0.03745
"COL9A1","COMP",0,0.10372
"LPA","MMP12",0,-0.0986
"SKA3","SKA1",0,0.72915
"TRIM71","SHCBP1",0,0.10462
"AMPD1","MYH2",0,0.29152
"MKI67","KIF15",0,0.7512
"COMP","ECM1",0,-0.0169
"CHRNB4","CHRNA3",0,0.19024
"CKM","CKB",0,-0.05637
"SPC24","SPC25",0,0.72886
"DEFA1B","DEFA3",0,0.85036
"MATN3","COMP",0,-0.01989
"TGM3","CALML5",0,-0.14625
"CLPS","LIPF",0,-0.00157
"SCGB1D2","SCGB2A2",0,0.34755
"CLPS","PNLIP",0,0.02502
"CLPS","PNLIPRP2",0,0.01352
"E2F1","HIST1H2AI",1,0.09072
"E2F1","SERPINE1",-1,-0.11418
"TFAP2A","SERPINE1",0,-0.05889
"ESR1","SERPINE1",1,0.06178
"E2F1","CTSV",0,0.099
"E2F1","AURKA",1,0.48414
"E2F1","ETV4",1,0.23092
"E2F1","AURKB",0,0.40095
"E2F1","HOXB9",1,0.06768
"E2F1","FOXM1",1,0.4921
"E2F1","ASF1B",1,0.54207
"E2F1","CDT1",1,0.52707
"E2F1","UHRF1",1,0.49284
"E2F1","CDKN2A",1,0.48029
"E2F1","KIF2C",1,0.47186
"E2F1","RRM2",1,0.51726
"E2F1","CDKN2A",1,0.48029
"E2F1","CDC25A",1,0.43549
"TP73","E2F1",0,0.48578
"E2F1","TP73",1,0.48578
"E2F1","TYMS",1,0.60547
"E2F1","BIRC5",1,0.49303
"E2F1","CDC45",1,0.56579
"E2F1","PLK1",1,0.48888
"E2F1","CDKN2C",1,0.54387
"E2F1","HMGA1",1,0.27107
"E2F1","MYBL2",1,0.45206
"E2F1","DTL",1,0.62827
"E2F1","KIF23",1,0.45432
"E2F1","RAD51",1,0.55132
"E2F1","NR4A1",0,-0.19521
"E2F1","MYCN",1,0.06899
"E2F1","TOP2A",1,0.47863
"E2F1","ESR1",0,-0.3095
"E2F1","CDK1",1,0.50098
"E2F1","RACGAP1",1,0.47481
"E2F1","TK1",1,0.5283
"E2F1","CDCA7",1,0.23593
"E2F1","CCNE1",1,0.13906
"E2F1","DIRAS3",-1,-0.2401
"E2F1","CCNA2",1,0.3475
"E2F1","GMNN",1,0.35533
"E2F1","CTNND2",1,0.11891
"E2F1","DCC",0,0.02082
"E2F1","MCM10",1,0.51343
"E2F1","FBXO43",1,0.46325
"E2F1","E2F8",0,0.56921
"FOS","ACTA1",1,0.1106
"FOS","NTF3",0,0.54981
"FOS","NTS",0,0.01731
"FOS","ESR2",0,0.11358
"ESR2","FOS",0,0.11358
"FOS","PTGS2",1,0.21518
"FOS","ESR1",0,0.39846
"ESR1","FOS",0,0.39846
"FOS","NQO1",0,-0.15232
"FOS","NPPA",0,0.0856
"FOS","MMP7",0,-0.01589
"FOS","SPRR3",0,0.10855
"ETV4","BDKRB1",0,0.03198
"ETV4","MMP7",1,0.09725
"ESR1","ADORA1",0,-0.16889
"LEF1","BIRC5",1,0.18578
"LEF1","PITX2",1,0.08798
"LEF1","NRCAM",1,0.23978
"LEF1","MMP7",1,0.04949
"ESR1","CACNG4",0,-0.10962
"DLK1","SOX9",1,0.13781
"SPDEF","AGR2",1,0.06341
"ESR1","BCAS1",0,-0.22238
"TFAP2A","CCNB1",0,0.17488
"TFAP2A","PTGS2",0,-0.0127
"ESR1","TFAP2A",0,-0.16933
"TFAP2A","ESR1",0,-0.16933
"TFAP2A","TH",0,-0.0237
"TFAP2A","DBH",0,-0.14279
"TFAP2A","ADRA1A",0,-0.16548
"TFAP2A","DCC",1,0.01492
"TFAP2A","CRX",0,-0.10474
"TFAP2A","HGF",-1,-0.08519
"TFAP2A","ADRA2B",0,-0.12787
"FOXM1","CCNB1",1,0.75452
"FOXM1","CDC25A",0,0.6238
"FOXM1","ESR1",0,-0.3809
"CDX2","GUCY2C",0,0.10272
"CDX2","UGT1A10",1,0.08701
"CDX2","INS",1,0.01403
"CDX2","MEP1A",1,0.13716
"CDX2","CDH17",1,0.09191
"ESR1","SOCS3",0,0.15302
"ESR1","SOX9",0,-0.28856
"SOX9","NKX3-2",1,0.08977
"HMGA1","CDC25A",1,0.57378
"NKX2-1","SFTPB",1,0.04891
"NKX2-1","SFTPA1",0,0.04477
"ESR1","HOXA10",0,-0.24951
"TP73","CDK1",0,0.38967
"ESR1","TYMS",0,-0.34769
"MYCN","MCM2",1,0.15572
"ESR2","TERT",0,-0.066
"E2F7","E2F8",0,0.79519
"ESR1","PRL",0,0.19768
"ESR1","PKIB",0,-0.21505
"ESR1","CTNND2",0,-0.2306
"ESR1","CEACAM3",0,0.16863
"ESR1","CXCL12",0,0.53541
"ESR1","TRIM16",0,-0.22344
"ESR1","CLDN4",0,-0.23316
"ESR1","CD24",-1,-0.35375
"ESR1","NQO1",-1,-0.23188
"ESR1","CRHBP",1,0.49495
"HMGA2","CCNA2",1,0.10968
"SOX2","NTRK3",1,0.09087
"MAFA","INS",0,0.01858
